1.00,261363.4760583327151835
1.10,175150.0780877129291184
1.20,117375.0453459885029588
1.30,78657.6941351606947137
1.40,52711.6545806042267941
1.50,35324.1797789099873626
1.60,23672.1401932978515106
1.70,15863.6442470410202077
1.80,10630.8600211791090260
1.90,7124.1628361014672919
2.00,4774.1853447582052468
2.05,3908.2469190006095232
2.10,3199.3718041651195563
2.15,2619.0719658788252673
2.20,2144.0265096798766535
2.25,1755.1444687651508048
2.30,1436.7975826459610289
2.35,1176.1922338790113827
2.40,962.8553024773494826
2.45,788.2132756915578966
2.50,645.2476985668696443
2.55,528.2131186391804931
2.60,361.4060513779306234
2.65,280.9658109603238927
2.70,216.2750597290157089
2.75,164.3453893680846249
2.80,122.7631812309507779
2.85,89.5745066227064655
2.90,63.1942745748747896
2.95,42.3342794880100612
3.00,25.9460188681437138
3.05,13.1750870254891499
3.10,3.3246698334898408
3.15,-4.1737810702982783
3.20,-9.7841902238939333
3.25,-13.8849835550071337
3.30,-16.7846104172227726
3.35,-18.7341798631114322
3.40,-19.9377765590431757
3.45,-20.5609036493394370
3.50,-20.7374078754742577
3.55,-20.5751703617035808
3.60,-20.1607901038515642
3.65,-19.5634428269379512
3.70,-18.8380628120367248
3.75,-18.0279674620664245
3.80,-17.1670221876713640
3.85,-16.2814254214558787
3.90,-15.3911792655766000
3.95,-15.1540859152132992
4.00,-14.0477863038907831
4.05,-13.0345192188685495
4.10,-12.1054540199427993
4.15,-11.2526916303967521
4.20,-10.4691566441809503
4.25,-9.7485030177776348
4.30,-9.0850315023536989
4.35,-8.4736172400002747
4.40,-7.9096461745252853
4.45,-7.3889591192194706
4.50,-6.9078024868903087
4.55,-6.4627848259216618
4.60,-6.0508384240462654
4.65,-5.6691853421426419
4.70,-5.3153073263789583
4.75,-4.9869191206740764
4.80,-4.6819447646153716
4.85,-4.3984965162441085
4.90,-4.1348560858223831
4.95,-3.8894579069497355
5.00,-3.6608742061473638
5.05,-3.4478016620721545
5.10,-3.2490494715370071
5.15,-3.0635286620723687
5.20,-2.8902425103533078
5.25,-2.7282779428516220
5.30,-2.5767978099071018
5.35,-2.4350339373475425
5.40,-2.3022808710818321
5.45,-2.1778902399652265
5.50,-2.0612656708802484
5.55,-1.9518581975535314
5.60,-1.8491621112780359
5.65,-1.7527112075523295
5.70,-1.6620753877878609
5.75,-1.5768575797612407
5.80,-1.4966909444792933
5.85,-1.4212363406471351
5.90,-1.3501800210423227
5.95,-1.2832315378517121
6.00,-1.2201218364661390
6.20,-1.0013454849135204
6.40,-0.8269696557301465
6.60,-0.6869930825745996
6.80,-0.5738780481208654
7.00,-0.4818944230585150
7.20,-0.4066507648150470
7.40,-0.3447557762457950
7.60,-0.2935715776966015
7.80,-0.2510322924394195
8.00,-0.2155095341314068
8.20,-0.1857118765797621
8.40,-0.1606091538074766
8.60,-0.1393750491562590
8.80,-0.1213432583142362
9.00,-0.1059737999722549
9.50,-0.0765051939998411
10.00,-0.0561621082221323
10.50,-0.0418549866666250
11.00,-0.0316222353360706
11.50,-0.0241908465187715
12.00,-0.0187181014055963
12.50,-0.0146359297404970
13.00,-0.0115549958650575
13.50,-0.0092043646338520
14.00,-0.0073928261981818
14.50,-0.0059836700943871
15.00,-0.0048779653349951
16.00,-0.0033061692637417
17.00,-0.0022943259776057
18.00,-0.0016257625057857
19.00,-0.0011736794937557
20.00,-0.0008615926749567
21.00,-0.0006421046336035
22.00,-0.0004851222148491
23.00,-0.0003711159858732
24.00,-0.0002871576507843
25.00,-0.0002245323449347
50.00,-0.0000034445897743
100.00,-0.0000000528440511
