3.10,0,0,0,-76.9758006390245129
3.20,0,0,0,-76.9763256812772454
3.30,0,0,0,-76.9767263706800549
3.40,0,0,0,-76.9770370939620250
3.50,0,0,0,-76.9772691448840902
3.60,0,0,0,-76.9774351829982209
3.70,0,0,0,-76.9775492900775902
3.80,0,0,0,-76.9776242791988494
3.90,0,0,0,-76.9776707398132487
4.00,0,0,0,-76.9776970469475401
4.10,0,0,0,-76.9777096221475574
4.20,0,0,0,-76.9777132351294853
4.30,0,0,0,-76.9777113100927579
4.40,0,0,0,-76.9777062195988009
4.50,0,0,0,-76.9776995477811852
4.60,0,0,0,-76.9776923103899549
4.70,0,0,0,-76.9776851281467600
4.80,0,0,0,-76.9776783565814355
4.90,0,0,0,-76.9776721793429175
5.00,0,0,0,-76.9776666726414618
5.10,0,0,0,-76.9776618483309392
5.20,0,0,0,-76.9776576816552875
5.30,0,0,0,-76.9776541285597773
5.40,0,0,0,-76.9776511360711595
5.50,0,0,0,-76.9776486483059443
5.60,0,0,0,-76.9776466098205390
5.70,0,0,0,-76.9776449674064907
5.80,0,0,0,-76.9776436710225909
5.90,0,0,0,-76.9776426742496795
6.00,0,0,0,-76.9776419344844669
6.10,0,0,0,-76.9776414129737532
6.20,0,0,0,-76.9776410747503235
6.30,0,0,0,-76.9776408884979020
6.40,0,0,0,-76.9776408263706315
6.50,0,0,0,-76.9776408637865330
6.60,0,0,0,-76.9776409792090419
6.70,0,0,0,-76.9776411539302075
6.80,0,0,0,-76.9776413718601162
6.90,0,0,0,-76.9776416193278408
7.00,0,0,0,-76.9776418848879302
7.10,0,0,0,-76.9776421591349731
7.20,0,0,0,-76.9776424345175911
7.30,0,0,0,-76.9776427051529453
7.40,0,0,0,-76.9776429666372906
7.50,0,0,0,-76.9776432158607946
7.60,0,0,0,-76.9776434508199827
7.70,0,0,0,-76.9776436704385389
7.80,0,0,0,-76.9776438743976428
7.90,0,0,0,-76.9776440629800476
8.00,0,0,0,-76.9776442369288247
3.10,0,0,15,-76.9759273756611719
3.20,0,0,15,-76.9764255723928272
3.30,0,0,15,-76.9768123649123481
3.40,0,0,15,-76.9771108228372611
3.50,0,0,15,-76.9773309382385236
3.60,0,0,15,-76.9774862369622355
3.70,0,0,15,-76.9775911846109864
3.80,0,0,15,-76.9776586093531847
3.90,0,0,15,-76.9776989835825844
4.00,0,0,15,-76.9777204951539602
4.10,0,0,15,-76.9777293381123968
4.20,0,0,15,-76.9777300507957847
4.30,0,0,15,-76.9777258508767801
4.40,0,0,15,-76.9777189426967112
4.50,0,0,15,-76.9777107820959117
4.60,0,0,15,-76.9777022920549001
4.70,0,0,15,-76.9776940294455727
4.80,0,0,15,-76.9776863079604254
4.90,0,0,15,-76.9776792850822034
5.00,0,0,15,-76.9776730211159901
5.10,0,0,15,-76.9776675180053331
5.20,0,0,15,-76.9776627439917291
5.30,0,0,15,-76.9776586489647343
5.40,0,0,15,-76.9776551738270598
5.50,0,0,15,-76.9776522561968193
5.60,0,0,15,-76.9776498338953701
5.70,0,0,15,-76.9776478470824657
5.80,0,0,15,-76.9776462395527261
5.90,0,0,15,-76.9776449594692878
6.00,0,0,15,-76.9776439597094537
6.10,0,0,15,-76.9776431979251896
