R,a1,a2,a3,E
4.6,30,60,180,-76.97781322
4.6,0,60,180,-76.97781322
4.6,0,60,0,-76.97781322
4.4,60,60,60,-76.97781319
4.6,60,90,30,-76.97781315
4.6,60,90,150,-76.97781315
3.9,0,60,90,-76.97781279
4.5,60,30,90,-76.9778127
4.2,90,90,60,-76.97781216
4.0,30,90,60,-76.97781195
3.4,90,60,90,-76.97781187
3.7,90,90,90,-76.97781181
4.3,60,30,120,-76.97781167
3.8,90,90,90,-76.97781134
3.8,0,90,60,-76.97781101
4.2,90,90,120,-76.97781090000001
4.0,30,90,120,-76.97781069
4.3,90,60,60,-76.97781062
4.0,0,60,150,-76.97781021
4.7,30,60,30,-76.97781011
3.8,0,90,120,-76.97780974
3.9,0,60,150,-76.97780971
4.0,30,60,90,-76.97780969
4.3,90,60,120,-76.97780936
4.8,90,90,180,-76.9778089
4.8,30,90,0,-76.9778089
4.8,0,90,180,-76.9778089
4.8,90,90,0,-76.9778089
4.8,60,90,180,-76.9778089
4.8,30,90,180,-76.9778089
4.8,0,90,0,-76.9778089
4.8,60,90,0,-76.9778089
3.9,0,90,60,-76.97780859
3.6,0,60,90,-76.97780829
4.6,30,90,30,-76.97780816
4.6,30,90,150,-76.97780816
3.7,0,30,120,-76.97780809999999
4.5,30,30,90,-76.97780732
3.9,0,90,120,-76.97780732
4.5,0,30,90,-76.97780682
4.2,30,60,150,-76.97780509
4.6,0,90,150,-76.97780504
4.6,0,90,30,-76.97780504
4.6,60,30,60,-76.97780499
4.2,90,60,90,-76.97780469
3.5,60,90,60,-76.9778041
3.9,90,90,90,-76.97780402
3.2,90,30,90,-76.97780390000001
4.5,90,30,60,-76.97780337
3.7,0,90,60,-76.97780326
4.1,60,60,120,-76.97780307
4.1,0,30,120,-76.97780305
4.1,0,60,150,-76.97780292
3.5,60,90,120,-76.97780286
4.5,0,60,60,-76.97780276
4.7,90,0,90,-76.97780267
4.7,0,0,90,-76.97780267
3.6,90,90,90,-76.97780262
4.7,60,0,90,-76.97780255
4.2,60,90,60,-76.97780253
4.5,90,30,120,-76.97780213
3.7,0,90,120,-76.977802
4.4,60,60,150,-76.97780189
4.5,30,60,60,-76.97780155
4.7,0,30,60,-76.97780154
4.7,30,0,90,-76.9778013
4.2,60,90,120,-76.97780127
4.0,0,60,90,-76.97780126
4.2,30,30,120,-76.97780103
4.0,0,90,60,-76.97780052
3.6,30,90,60,-76.97780043
3.6,60,60,120,-76.97780027
3.6,30,30,120,-76.97780025
3.5,30,30,30,-76.97780005
4.6,0,30,30,-76.9778
4.1,30,90,60,-76.97779948
4.0,0,90,120,-76.97779926
3.6,30,90,120,-76.97779919
4.3,90,30,150,-76.97779891
4.3,90,30,30,-76.97779891
4.7,60,60,30,-76.97779797
4.7,30,30,60,-76.97779796
3.8,0,60,150,-76.97779777
4.6,60,0,60,-76.97779731
4.6,30,0,60,-76.97779731
4.6,0,0,60,-76.97779719
4.6,90,0,60,-76.97779719
3.5,30,60,90,-76.97779717
4.1,30,90,120,-76.97779712
4.2,60,60,90,-76.97779707
4.7,90,90,150,-76.97779629
4.7,90,90,30,-76.97779629
4.6,90,30,90,-76.97779627
4.6,60,0,120,-76.97779608
4.6,30,0,120,-76.97779608
4.6,90,0,120,-76.97779596
4.6,0,0,120,-76.97779596
4.1,30,60,90,-76.97779545
3.7,30,60,150,-76.97779496
3.8,60,90,90,-76.97779487
4.6,90,60,150,-76.97779486
4.6,90,60,30,-76.97779486
4.6,30,30,30,-76.9777947
4.3,90,90,60,-76.97779467
4.5,60,60,60,-76.97779463
4.7,90,60,180,-76.97779455
4.7,0,60,0,-76.97779455
4.7,90,60,0,-76.97779455
4.7,0,60,180,-76.97779455
4.7,60,60,180,-76.97779455
4.7,60,60,0,-76.97779455
4.7,30,60,0,-76.97779455
4.7,30,60,180,-76.97779455
4.5,60,30,30,-76.97779452
4.8,0,60,30,-76.97779439
4.7,60,90,30,-76.97779436
4.7,60,90,150,-76.97779436
4.6,60,30,90,-76.97779427
3.7,60,90,90,-76.97779355
4.0,90,90,90,-76.97779344
4.4,60,30,120,-76.97779343
4.3,90,90,120,-76.97779341
4.4,90,60,60,-76.97779319
3.3,0,60,60,-76.97779244
4.4,90,60,120,-76.97779194
3.2,60,30,90,-76.97779173
4.8,30,60,30,-76.97779139
4.2,0,60,150,-76.97779106
4.3,30,60,150,-76.97779067
4.9,0,90,180,-76.97779063
4.9,90,90,0,-76.97779063
4.9,90,90,180,-76.97779063
4.9,30,90,0,-76.97779063
4.9,0,90,0,-76.97779063
4.9,60,90,0,-76.97779063
4.9,60,90,180,-76.97779063
4.9,30,90,180,-76.97779063
4.7,30,90,30,-76.97778992
4.7,30,90,150,-76.97778992
3.7,90,30,150,-76.97778963
3.7,90,30,30,-76.97778963
3.9,60,90,90,-76.97778962
4.2,0,30,120,-76.97778928
3.3,90,90,150,-76.97778909
3.3,90,90,30,-76.97778909
3.4,60,60,90,-76.97778905
4.6,30,30,90,-76.97778885
4.2,60,60,120,-76.97778882
3.3,30,60,60,-76.97778871
3.4,90,60,60,-76.97778838
4.6,0,30,90,-76.97778833
4.1,0,90,60,-76.97778829
4.1,0,60,90,-76.97778811
4.3,90,60,90,-76.97778777
4.7,0,90,30,-76.97778745
4.7,0,90,150,-76.97778745
3.4,90,60,120,-76.97778718
4.0,30,30,0,-76.97778711
4.0,90,30,180,-76.97778711
4.0,0,30,180,-76.97778711
4.0,0,30,0,-76.97778711
4.0,90,30,0,-76.97778711
4.0,60,30,180,-76.97778711
4.0,60,30,0,-76.97778711
4.0,30,30,180,-76.97778711
4.1,0,90,120,-76.97778702
4.3,60,90,60,-76.97778697
4.0,30,0,30,-76.97778694
4.0,60,0,30,-76.97778694
4.0,60,0,150,-76.97778694
4.0,30,0,150,-76.97778694
4.1,30,30,0,-76.97778686
4.1,0,30,180,-76.97778686
4.1,0,30,0,-76.97778686
4.1,90,30,0,-76.97778686
4.1,60,30,180,-76.97778686
4.1,90,30,180,-76.97778686
4.1,60,30,0,-76.97778686
4.1,30,30,180,-76.97778686
4.7,60,30,60,-76.97778681
4.0,90,0,150,-76.97778633
4.0,0,0,30,-76.97778633
4.0,0,0,150,-76.97778633
4.0,90,0,30,-76.97778633
4.6,0,60,60,-76.97778574
4.3,60,90,120,-76.97778571
4.1,60,0,150,-76.97778569
4.1,60,0,30,-76.97778569
4.1,30,0,30,-76.97778569
4.1,30,0,150,-76.97778569
4.3,30,30,120,-76.97778533
4.5,60,60,150,-76.97778527
4.6,90,30,60,-76.97778524
4.1,90,0,30,-76.97778508
4.1,0,0,150,-76.97778508
4.1,90,0,150,-76.97778508
4.1,0,0,30,-76.97778508
4.8,90,0,90,-76.97778507
4.8,0,0,90,-76.97778507
4.2,30,90,60,-76.97778495
4.8,60,0,90,-76.97778495
4.6,30,60,60,-76.97778464
4.6,90,30,120,-76.97778401
4.8,30,0,90,-76.9777837
4.2,30,90,120,-76.97778369
4.8,0,30,60,-76.97778349
4.4,90,30,30,-76.97778263
4.4,90,30,150,-76.97778263
4.0,60,30,150,-76.97778214
4.7,0,30,30,-76.9777818
3.6,60,90,90,-76.97778153
4.1,60,30,150,-76.97778114
3.6,0,90,60,-76.97778086
4.1,90,90,90,-76.97778085
4.3,60,60,90,-76.97778067
4.0,60,90,90,-76.97778063
4.2,30,30,180,-76.97778061
4.2,0,30,0,-76.97778061
4.2,0,30,180,-76.97778061
4.2,30,30,0,-76.97778061
4.2,90,30,0,-76.97778061
4.2,60,30,0,-76.97778061
4.2,60,30,180,-76.97778061
4.2,90,30,180,-76.97778061
4.2,30,60,90,-76.97778046
4.8,60,60,30,-76.97778033
4.8,30,30,60,-76.97778025
4.7,60,0,60,-76.97777963
4.7,30,0,60,-76.97777963
3.6,0,90,120,-76.97777962
4.2,0,0,150,-76.97777957
4.2,90,0,30,-76.97777957
4.2,0,0,30,-76.97777957
4.2,90,0,150,-76.97777957
4.7,0,0,60,-76.97777952
4.7,90,0,60,-76.97777952
4.8,90,90,150,-76.97777925
3.5,0,60,90,-76.97777925
4.8,90,90,30,-76.97777925
4.2,30,0,30,-76.97777922
4.2,30,0,150,-76.97777922
4.2,60,0,30,-76.97777922
4.2,60,0,150,-76.97777922
4.7,90,30,90,-76.97777921
4.4,90,90,60,-76.9777792
3.9,30,0,30,-76.97777903
3.9,60,0,30,-76.97777903
3.9,60,0,150,-76.97777903
3.9,30,0,150,-76.97777903
3.4,60,60,180,-76.97777882
3.4,30,60,0,-76.97777882
3.4,90,60,180,-76.97777882
3.4,60,60,0,-76.97777882
3.4,30,60,180,-76.97777882
3.4,90,60,0,-76.97777882
3.4,0,60,180,-76.97777882
3.4,0,60,0,-76.97777882
4.7,30,0,120,-76.97777841
3.9,0,0,150,-76.97777841
3.9,90,0,30,-76.97777841
4.7,60,0,120,-76.97777841
3.9,90,0,150,-76.97777841
3.9,0,0,30,-76.97777841
4.6,60,60,60,-76.97777836
4.7,0,0,120,-76.97777829
4.7,90,0,120,-76.97777829
4.9,0,60,30,-76.9777781
4.6,60,30,30,-76.97777799
4.4,90,90,120,-76.97777794
4.3,0,60,150,-76.9777778
4.7,90,60,30,-76.97777765
4.7,90,60,150,-76.97777765
4.8,60,90,150,-76.97777762
4.8,60,90,30,-76.97777762
4.7,60,30,90,-76.97777741
4.8,0,60,0,-76.97777696
4.8,90,60,180,-76.97777696
4.8,90,60,0,-76.97777696
4.8,0,60,180,-76.97777696
4.8,30,60,180,-76.97777696
4.8,30,60,0,-76.97777696
4.8,60,60,180,-76.97777696
4.8,60,60,0,-76.97777696
3.5,90,90,90,-76.97777690000001
4.2,0,90,60,-76.97777682
4.5,60,30,120,-76.97777668
4.7,30,30,30,-76.97777664
4.5,90,60,60,-76.97777663
3.9,60,30,0,-76.97777652
3.9,60,30,180,-76.97777652
3.9,30,30,180,-76.97777652
3.9,0,30,180,-76.97777652
3.9,30,30,0,-76.97777652
3.9,0,30,0,-76.97777652
3.9,90,30,180,-76.97777652
3.9,90,30,0,-76.97777652
4.2,0,90,120,-76.97777556
4.9,30,60,30,-76.97777545
4.5,90,60,120,-76.97777538
3.9,60,30,150,-76.97777519
3.6,0,30,120,-76.97777509
4.4,30,60,150,-76.97777495
3.3,60,90,30,-76.97777466
3.3,60,90,150,-76.97777466
5.0,30,90,180,-76.97777451
5.0,30,90,0,-76.97777451
5.0,0,90,0,-76.97777451
5.0,90,90,180,-76.97777451
4.3,60,60,120,-76.97777451
5.0,90,90,0,-76.97777451
5.0,60,90,180,-76.97777451
5.0,0,90,180,-76.97777451
5.0,60,90,0,-76.97777451
4.3,0,30,120,-76.97777420000001
4.2,60,30,150,-76.97777405
4.2,0,60,90,-76.97777401
4.8,30,90,30,-76.97777365
4.8,30,90,150,-76.97777365
4.4,90,60,90,-76.97777314
4.7,30,30,90,-76.9777724
4.4,60,90,60,-76.97777234
4.7,0,30,90,-76.97777213
3.9,30,60,120,-76.97777213
4.8,0,90,150,-76.97777136
4.8,0,90,30,-76.97777136
4.3,30,90,60,-76.97777131
4.4,60,90,120,-76.97777109
4.3,0,30,0,-76.97777081
4.3,30,30,0,-76.97777081
4.3,0,30,180,-76.97777081
4.3,90,30,180,-76.97777081
4.3,60,30,0,-76.97777081
4.3,60,30,180,-76.97777081
4.3,30,30,180,-76.97777081
4.3,90,30,0,-76.97777081
4.7,0,60,60,-76.97777017
4.8,60,30,60,-76.97777014
4.3,30,90,120,-76.97777005
4.4,30,30,120,-76.97776986
4.9,90,0,90,-76.97776962
4.9,0,0,90,-76.97776962
4.6,60,60,150,-76.97776954
4.9,60,0,90,-76.97776949
4.1,60,90,90,-76.97776946
4.7,30,60,60,-76.97776921
4.7,90,30,60,-76.97776898
4.0,30,60,120,-76.97776826
4.9,30,0,90,-76.97776825
3.7,0,60,150,-76.9777682
4.3,60,0,30,-76.97776815
4.3,60,0,150,-76.97776815
4.3,30,0,30,-76.97776815
4.3,30,0,150,-76.97776815
4.9,0,30,60,-76.97776785
4.7,90,30,120,-76.97776775
4.3,90,0,150,-76.97776755
4.3,0,0,30,-76.97776755
4.3,90,0,30,-76.97776755
4.3,0,0,150,-76.97776755
4.2,90,90,90,-76.97776723
4.5,90,30,150,-76.97776705
4.5,90,30,30,-76.97776705
3.8,30,60,120,-76.97776688
4.3,30,60,90,-76.9777661
4.4,60,60,90,-76.97776594
3.2,30,30,90,-76.97776591
4.8,0,30,30,-76.97776551
4.9,60,60,30,-76.97776540000001
4.9,30,30,60,-76.97776515
3.4,90,90,60,-76.97776504
4.5,90,90,60,-76.97776456
3.4,90,60,30,-76.97776446
3.4,90,60,150,-76.97776446
4.8,90,30,90,-76.97776417
4.9,90,90,150,-76.97776412
4.9,90,90,30,-76.97776412
4.8,60,0,60,-76.97776393
4.8,30,0,60,-76.97776393
3.4,90,90,120,-76.97776382
4.4,0,60,150,-76.97776381
4.8,0,0,60,-76.97776381
4.8,90,0,60,-76.97776381
4.3,60,30,150,-76.97776357
4.7,60,60,60,-76.97776349
4.3,0,90,60,-76.97776335
4.5,90,90,120,-76.97776331
5.0,0,60,30,-76.97776297
4.9,60,90,30,-76.97776296
4.9,60,90,150,-76.97776296
4.8,60,0,120,-76.97776271
4.8,30,0,120,-76.97776271
4.8,90,0,120,-76.97776259
4.8,0,0,120,-76.97776259
4.8,60,30,90,-76.97776255
4.7,60,30,30,-76.97776211
4.6,90,60,60,-76.97776209999999
4.3,0,90,120,-76.97776209
4.8,90,60,150,-76.97776191
4.8,90,60,30,-76.97776191
4.9,90,60,0,-76.97776187
4.9,90,60,180,-76.97776187
4.9,0,60,180,-76.97776187
4.9,60,60,180,-76.97776187
4.9,0,60,0,-76.97776187
4.9,30,60,180,-76.97776187
4.9,60,60,0,-76.97776187
4.9,30,60,0,-76.97776187
3.8,30,90,90,-76.97776141
4.8,30,30,30,-76.97776134
4.5,30,60,150,-76.97776126
4.1,30,60,120,-76.97776125
4.4,60,60,120,-76.97776118
4.6,60,30,120,-76.97776115
4.6,90,60,120,-76.97776085
5.0,30,60,30,-76.97776061
4.3,0,60,90,-76.97776053
5.1,0,90,180,-76.97776048
4.4,0,30,120,-76.97776048
5.1,60,90,0,-76.97776048
5.1,60,90,180,-76.97776048
5.1,0,90,0,-76.97776048
5.1,30,90,0,-76.97776048
5.1,30,90,180,-76.97776048
5.1,90,90,180,-76.97776048
5.1,90,90,0,-76.97776048
3.9,30,90,90,-76.97776009
3.3,60,60,60,-76.97775995
4.9,30,90,150,-76.97775941
4.9,30,90,30,-76.97775941
4.5,90,60,90,-76.97775859
4.4,60,30,0,-76.97775854
4.4,90,30,0,-76.97775854
4.4,30,30,180,-76.97775854
4.4,60,30,180,-76.97775854
4.4,90,30,180,-76.97775854
4.4,0,30,0,-76.97775854
4.4,30,30,0,-76.97775854
4.4,0,30,180,-76.97775854
4.5,60,90,60,-76.97775843
4.4,30,90,60,-76.97775836
4.8,30,30,90,-76.97775828
4.8,0,30,90,-76.97775784
4.5,60,90,120,-76.97775718
4.4,30,90,120,-76.97775711
4.2,60,90,90,-76.97775707
4.9,0,90,150,-76.97775703
4.9,0,90,30,-76.97775703
4.8,0,60,60,-76.97775617
5.0,90,0,90,-76.97775609
5.0,0,0,90,-76.97775609
3.2,0,30,90,-76.97775597
5.0,60,0,90,-76.97775596
4.9,60,30,60,-76.97775574
3.7,30,90,90,-76.97775559
4.4,30,0,30,-76.97775529
4.4,60,0,150,-76.97775529
4.4,30,0,150,-76.97775529
4.4,60,0,30,-76.97775529
4.7,60,60,150,-76.97775497
3.8,30,0,150,-76.97775496
3.8,60,0,30,-76.97775496
3.8,60,0,150,-76.97775496
3.8,30,0,30,-76.97775496
5.0,0,30,60,-76.97775493
4.5,30,30,120,-76.97775472
5.0,30,0,90,-76.97775472
4.8,30,60,60,-76.97775469
4.4,0,0,30,-76.97775466
4.4,90,0,30,-76.97775466
4.4,0,0,150,-76.97775466
4.4,90,0,150,-76.97775466
4.3,90,90,90,-76.97775445
3.8,90,0,150,-76.97775435
3.8,0,0,30,-76.97775435
3.8,90,0,30,-76.97775435
3.8,0,0,150,-76.97775435
4.0,30,90,90,-76.97775407
4.8,90,30,60,-76.97775398
3.8,60,30,150,-76.97775390000001
3.5,30,90,60,-76.97775386
3.5,60,60,150,-76.97775382
3.2,0,30,60,-76.97775368
4.6,90,30,150,-76.97775333
4.6,90,30,30,-76.97775333
4.8,90,30,120,-76.97775274
4.5,60,60,90,-76.97775268
3.5,30,90,120,-76.97775263
4.4,30,60,90,-76.97775249
3.5,60,90,90,-76.97775233
5.0,30,30,60,-76.97775227
4.2,30,60,120,-76.97775164
5.0,60,60,30,-76.97775149
3.7,30,60,120,-76.97775131
4.4,60,30,150,-76.97775127
4.5,0,60,150,-76.97775126
4.4,0,90,60,-76.97775124
4.6,90,90,60,-76.97775122
4.9,0,30,30,-76.97775103
4.9,90,30,90,-76.97775091
5.0,90,90,150,-76.97775078
5.0,90,90,30,-76.97775078
5.1,0,60,30,-76.97775015
4.4,0,90,120,-76.97774999
4.6,90,90,120,-76.97774997
5.0,60,90,150,-76.97774981
5.0,60,90,30,-76.97774981
3.5,60,60,120,-76.97774969
4.9,60,0,60,-76.97774957
4.9,30,0,60,-76.97774957
4.8,60,60,60,-76.97774946
4.9,0,0,60,-76.97774945
4.9,90,0,60,-76.97774945
4.9,60,30,90,-76.97774942
3.8,90,30,0,-76.97774940000001
3.8,0,30,0,-76.97774940000001
3.8,30,30,0,-76.97774940000001
3.8,30,30,180,-76.97774940000001
3.8,0,30,180,-76.97774940000001
3.8,60,30,0,-76.97774940000001
3.8,60,30,180,-76.97774940000001
3.8,90,30,180,-76.97774940000001
3.9,0,60,120,-76.97774924
4.9,90,60,150,-76.97774885
4.9,90,60,30,-76.97774885
4.7,90,60,60,-76.97774877
4.0,0,60,120,-76.97774835
4.9,30,0,120,-76.97774834
4.9,60,0,120,-76.97774834
4.9,0,0,120,-76.97774822
4.9,90,0,120,-76.97774822
4.4,0,60,90,-76.97774818
5.1,30,60,30,-76.97774806
5.0,0,60,0,-76.97774805
5.0,30,60,0,-76.97774805
5.0,0,60,180,-76.97774805
5.0,60,60,0,-76.97774805
5.0,90,60,180,-76.97774805
5.0,60,60,180,-76.97774805
5.0,30,60,180,-76.97774805
5.0,90,60,0,-76.97774805
4.6,30,60,150,-76.97774805
5.2,60,90,180,-76.97774799
5.2,30,90,0,-76.97774799
5.2,90,90,0,-76.97774799
5.2,90,90,180,-76.97774799
5.2,0,90,0,-76.97774799
5.2,60,90,0,-76.97774799
5.2,0,90,180,-76.97774799
5.2,30,90,180,-76.97774799
4.8,60,30,30,-76.97774785
4.5,60,60,120,-76.97774777
4.7,90,60,120,-76.97774752
4.9,30,30,30,-76.97774733
3.6,30,60,150,-76.97774718
4.7,60,30,120,-76.97774718
3.3,60,0,60,-76.97774718
3.3,30,0,60,-76.97774718
3.9,0,90,90,-76.97774717
3.3,90,0,60,-76.97774712
3.3,0,0,60,-76.97774712
4.5,0,30,120,-76.97774709
3.8,0,90,90,-76.97774693
5.0,30,90,30,-76.97774663
5.0,30,90,150,-76.97774663
3.3,30,0,120,-76.97774611
3.3,60,0,120,-76.97774611
4.6,90,60,90,-76.97774606
3.3,0,0,120,-76.97774605
3.3,90,0,120,-76.97774605
4.1,30,30,150,-76.97774594
4.5,30,90,60,-76.97774591
4.6,60,90,60,-76.97774573
4.1,30,90,90,-76.97774572
4.5,90,30,180,-76.97774567
4.5,30,30,0,-76.97774567
4.5,60,30,180,-76.97774567
4.5,0,30,180,-76.97774567
4.5,0,30,0,-76.97774567
4.5,90,30,0,-76.97774567
4.5,30,30,180,-76.97774567
4.5,60,30,0,-76.97774567
4.9,0,30,90,-76.97774556
4.9,30,30,90,-76.9777455
4.3,60,90,90,-76.97774534
4.5,30,90,120,-76.97774466
4.6,60,90,120,-76.97774448
5.0,0,90,150,-76.97774442
5.0,0,90,30,-76.97774442
5.1,90,0,90,-76.97774416
5.1,0,0,90,-76.97774416
3.5,30,30,120,-76.97774404
5.1,60,0,90,-76.97774404
3.3,30,90,30,-76.977744
3.3,30,90,150,-76.977744
4.1,0,60,120,-76.97774395
5.0,60,30,60,-76.97774392
4.9,0,60,60,-76.97774383
4.2,30,30,150,-76.97774342
3.4,30,60,90,-76.97774322
4.4,90,90,90,-76.97774314
5.1,0,30,60,-76.97774301
4.5,60,0,30,-76.9777429
4.5,30,0,30,-76.9777429
4.5,30,0,150,-76.9777429
4.5,60,0,150,-76.9777429
5.1,30,0,90,-76.9777428
4.0,0,90,90,-76.97774278
4.9,30,60,60,-76.97774267
4.5,90,0,150,-76.97774227
4.5,90,0,30,-76.97774227
4.5,0,0,150,-76.97774227
4.5,0,0,30,-76.97774227
4.0,30,30,150,-76.97774220000001
4.6,30,30,120,-76.97774216
4.8,60,60,150,-76.97774163
4.3,30,60,120,-76.97774134
4.9,90,30,60,-76.97774107
4.6,60,60,90,-76.97774073
3.8,0,60,120,-76.9777407
5.1,30,30,60,-76.97774059
4.7,90,30,150,-76.97773992
4.7,90,30,30,-76.97773992
4.9,90,30,120,-76.97773983
5.1,60,60,30,-76.97773976
4.5,30,60,90,-76.97773972
4.5,0,90,60,-76.97773952
5.0,90,30,90,-76.97773934
4.5,60,30,150,-76.9777393
4.7,90,90,60,-76.97773922
5.1,90,90,150,-76.97773904
5.1,90,90,30,-76.97773904
4.6,0,60,150,-76.97773903
5.2,0,60,30,-76.97773862
3.4,60,90,60,-76.97773855
3.7,0,90,90,-76.97773844
5.0,0,30,30,-76.97773834
4.5,0,90,120,-76.97773827
5.1,60,90,150,-76.97773816
5.1,60,90,30,-76.97773816
3.6,30,90,90,-76.97773799
5.0,60,30,90,-76.97773797
4.7,90,90,120,-76.97773797
4.9,60,60,60,-76.97773789
3.3,60,60,30,-76.97773757
3.4,60,90,120,-76.97773734
5.0,30,0,60,-76.97773726
5.0,60,0,60,-76.97773726
5.0,0,0,60,-76.97773714
5.0,90,0,60,-76.97773714
5.3,30,90,0,-76.97773701
5.3,0,90,180,-76.97773701
5.3,30,90,180,-76.97773701
5.3,0,90,0,-76.97773701
5.3,90,90,180,-76.97773701
5.3,60,90,0,-76.97773701
5.3,90,90,0,-76.97773701
5.3,60,90,180,-76.97773701
5.2,30,60,30,-76.97773677
5.1,30,60,0,-76.97773667
5.1,90,60,0,-76.97773667
5.1,90,60,180,-76.97773667
5.1,60,60,0,-76.97773667
5.1,0,60,0,-76.97773667
5.1,0,60,180,-76.97773667
5.1,30,60,180,-76.97773667
5.1,60,60,180,-76.97773667
5.0,90,60,30,-76.97773646
5.0,90,60,150,-76.97773646
5.0,60,0,120,-76.97773603
5.0,30,0,120,-76.97773603
4.6,60,60,120,-76.97773599
4.3,30,30,150,-76.97773593
5.0,0,0,120,-76.97773591
5.0,90,0,120,-76.97773591
4.8,90,60,60,-76.97773584
4.1,0,90,90,-76.97773582
4.2,30,90,90,-76.97773579
4.2,0,60,120,-76.97773570000001
4.7,30,60,150,-76.97773569
4.5,0,60,90,-76.97773555
3.4,60,30,120,-76.97773534
5.1,30,90,30,-76.9777353
5.1,30,90,150,-76.9777353
4.9,60,30,30,-76.97773515
5.0,30,30,30,-76.97773506
4.4,60,90,90,-76.97773496
4.8,60,30,120,-76.97773481
4.8,90,60,120,-76.97773459999999
4.6,0,30,120,-76.97773459
4.6,30,90,60,-76.97773449
5.0,0,30,90,-76.97773448
4.7,90,60,90,-76.97773441
5.0,30,30,90,-76.9777343
4.7,60,90,60,-76.97773429
5.2,0,0,90,-76.97773387
5.2,90,0,90,-76.97773387
3.3,0,90,150,-76.97773382
3.3,0,90,30,-76.97773382
5.2,60,0,90,-76.97773375
4.6,90,30,0,-76.97773361
4.6,30,30,180,-76.97773361
4.6,30,30,0,-76.97773361
4.6,60,30,180,-76.97773361
4.6,60,30,0,-76.97773361
4.6,0,30,180,-76.97773361
4.6,90,30,180,-76.97773361
4.6,0,30,0,-76.97773361
5.1,0,90,30,-76.97773331
5.1,0,90,150,-76.97773331
4.6,30,90,120,-76.97773324
4.7,60,90,120,-76.97773304
5.1,60,30,60,-76.97773298
5.0,0,60,60,-76.97773265
5.2,0,30,60,-76.97773258
5.2,30,0,90,-76.97773251
4.5,90,90,90,-76.97773215
3.5,60,30,30,-76.97773207
4.1,0,30,150,-76.97773205
5.0,30,60,60,-76.97773193
4.6,60,0,30,-76.9777316
4.6,30,0,150,-76.9777316
4.6,30,0,30,-76.9777316
4.6,60,0,150,-76.9777316
4.4,30,60,120,-76.97773146
3.5,0,90,60,-76.97773134
4.2,0,30,150,-76.97773106
4.6,90,0,150,-76.97773097
4.6,90,0,30,-76.97773097
4.6,0,0,30,-76.97773097
4.6,0,0,150,-76.97773097
5.0,90,30,60,-76.97773063
4.9,60,60,150,-76.97773058
5.2,30,30,60,-76.97773032
4.7,30,30,120,-76.97773016
3.5,0,90,120,-76.97773012
4.7,60,60,90,-76.97772976
3.3,90,60,90,-76.97772957
3.2,30,30,60,-76.97772947
5.0,90,30,120,-76.97772939
5.2,60,60,30,-76.9777292
5.1,90,30,90,-76.97772914
3.9,30,30,150,-76.97772913
4.6,30,60,90,-76.97772897
4.6,0,90,60,-76.97772874
5.2,90,90,30,-76.97772872
5.2,90,90,150,-76.97772872
3.6,90,30,150,-76.97772861
3.6,90,30,30,-76.97772861
4.6,60,30,150,-76.97772839
4.8,90,90,60,-76.9777281
5.2,60,90,30,-76.97772798
5.2,60,90,150,-76.97772798
5.0,60,60,60,-76.97772796
5.1,60,30,90,-76.97772795
4.8,90,30,30,-76.9777278
4.8,90,30,150,-76.9777278
5.3,0,60,30,-76.97772776
4.7,0,60,150,-76.97772753
4.6,0,90,120,-76.97772749
4.3,0,60,120,-76.97772734
5.1,0,30,30,-76.97772711
4.2,0,90,90,-76.97772711
4.8,90,90,120,-76.97772685
5.1,60,0,60,-76.97772679
5.1,30,0,60,-76.97772679
4.0,0,30,150,-76.97772671
4.4,30,30,150,-76.97772668
5.1,0,0,60,-76.97772667
5.1,90,0,60,-76.97772667
5.4,0,90,0,-76.97772652
5.4,60,90,0,-76.97772652
5.4,0,90,180,-76.97772652
5.4,30,90,180,-76.97772652
5.4,60,90,180,-76.97772652
5.4,30,90,0,-76.97772652
5.4,90,90,180,-76.97772652
5.4,90,90,0,-76.97772652
4.9,90,60,60,-76.97772636
3.4,90,90,90,-76.97772629
5.2,90,60,180,-76.97772616
5.2,0,60,0,-76.97772616
5.2,0,60,180,-76.97772616
5.2,30,60,180,-76.97772616
5.2,60,60,180,-76.97772616
5.2,30,60,0,-76.97772616
5.2,60,60,0,-76.97772616
5.2,90,60,0,-76.97772616
4.3,30,90,90,-76.97772613
5.3,30,60,30,-76.97772612
5.1,90,60,150,-76.977726
5.1,90,60,30,-76.977726
5.1,60,0,120,-76.97772556
5.1,30,0,120,-76.97772556
5.1,90,0,120,-76.97772544
5.1,0,0,120,-76.97772544
5.2,30,90,150,-76.97772540000001
5.2,30,90,30,-76.97772540000001
4.6,0,60,90,-76.97772535
4.7,60,60,120,-76.97772518
4.9,90,60,120,-76.97772511
4.3,0,30,150,-76.97772492
5.3,90,0,90,-76.97772484
5.3,0,0,90,-76.97772484
4.5,60,90,90,-76.97772478
5.1,0,30,90,-76.97772478
5.3,60,0,90,-76.9777247
5.1,30,30,90,-76.9777245
5.1,30,30,30,-76.97772428
4.8,30,60,150,-76.97772428
5.0,60,30,30,-76.97772419
4.8,90,60,90,-76.97772405
5.1,0,60,60,-76.97772404
4.8,60,90,60,-76.97772367
4.7,30,90,60,-76.97772361
5.2,0,90,150,-76.97772355
5.2,0,90,30,-76.97772355
5.3,30,0,90,-76.97772346
5.3,0,30,60,-76.97772345
5.2,60,30,60,-76.97772342
5.1,30,60,60,-76.97772337
