R,a1,a2,a3,E
4.9,60,30,120,-76.97772334
4.7,0,30,120,-76.97772328
3.3,90,30,60,-76.9777225
4.7,30,90,120,-76.97772236
4.7,30,30,180,-76.97772223
4.7,0,30,0,-76.97772223
4.6,90,90,90,-76.97772223
4.7,90,30,180,-76.97772223
4.7,60,30,180,-76.97772223
4.7,90,30,0,-76.97772223
4.7,0,30,180,-76.97772223
4.7,30,30,0,-76.97772223
4.7,60,30,0,-76.97772223
4.8,60,90,120,-76.97772211
3.4,0,60,90,-76.97772204
3.3,90,30,120,-76.97772140000001
5.3,30,30,60,-76.97772138
3.7,0,60,120,-76.97772123
4.5,30,60,120,-76.97772113
5.1,90,30,60,-76.97772086
4.7,30,0,150,-76.97772036
4.7,30,0,30,-76.97772036
4.7,60,0,30,-76.97772036
4.7,60,0,150,-76.97772036
5.2,90,30,90,-76.97772035
5.0,60,60,150,-76.97771986
4.8,60,60,90,-76.97771981
4.7,90,0,150,-76.97771974
4.7,90,0,30,-76.97771974
4.7,0,0,30,-76.97771974
4.7,0,0,150,-76.97771974
5.1,90,30,120,-76.97771963
4.7,30,60,90,-76.97771949
4.8,30,30,120,-76.9777194
5.1,60,60,60,-76.97771923
5.3,60,60,30,-76.97771922
5.3,90,90,150,-76.97771920000001
5.3,90,90,30,-76.97771920000001
5.2,60,30,90,-76.97771918
5.4,0,60,30,-76.97771898
4.4,0,60,120,-76.97771868
5.3,60,90,30,-76.9777186
5.3,60,90,150,-76.9777186
4.9,90,90,60,-76.97771851
4.3,0,90,90,-76.97771850000001
5.5,60,90,180,-76.97771847
5.5,30,90,0,-76.97771847
5.5,0,90,0,-76.97771847
5.5,0,90,180,-76.97771847
5.5,90,90,0,-76.97771847
5.5,30,90,180,-76.97771847
5.5,60,90,0,-76.97771847
5.5,90,90,180,-76.97771847
3.6,30,60,120,-76.97771846
4.7,0,90,60,-76.97771842
3.6,0,90,90,-76.97771822
5.2,30,0,60,-76.97771809
5.2,60,0,60,-76.97771809
5.2,0,0,60,-76.97771797
5.2,90,0,60,-76.97771797
4.4,30,90,90,-76.97771761
4.7,60,30,150,-76.97771758
5.4,30,60,30,-76.97771754
4.5,30,30,150,-76.97771732
5.2,0,30,30,-76.9777173
4.9,90,90,120,-76.97771726
4.7,0,90,120,-76.97771717
4.9,90,30,30,-76.97771701
4.9,90,30,150,-76.97771701
5.4,0,0,90,-76.9777169
5.4,90,0,90,-76.9777169
4.8,0,60,150,-76.97771689
5.0,90,60,60,-76.97771688
5.2,60,0,120,-76.97771686
5.2,30,0,120,-76.97771686
4.4,0,30,150,-76.97771681
5.4,60,0,90,-76.97771676
5.2,0,0,120,-76.97771675
5.2,90,0,120,-76.97771675
5.3,30,60,180,-76.97771667
5.3,0,60,180,-76.97771667
5.3,90,60,0,-76.97771667
5.3,90,60,180,-76.97771667
5.3,60,60,180,-76.97771667
5.3,0,60,0,-76.97771667
5.3,60,60,0,-76.97771667
5.3,30,60,0,-76.97771667
3.6,0,60,150,-76.9777165
5.3,30,90,30,-76.97771627
5.3,30,90,150,-76.97771627
5.2,0,30,90,-76.97771625
5.2,90,60,150,-76.97771605
5.2,90,60,30,-76.97771605
4.7,0,60,90,-76.97771598
5.2,30,30,90,-76.97771592
5.2,0,60,60,-76.97771575
5.0,90,60,120,-76.97771564
4.6,60,90,90,-76.97771557
5.4,30,0,90,-76.97771552
4.9,90,60,90,-76.97771546
5.4,0,30,60,-76.97771545
5.2,30,60,60,-76.97771514
4.9,60,90,60,-76.9777151
5.3,60,30,60,-76.97771502
4.9,30,60,150,-76.97771494
4.8,60,60,120,-76.97771472
5.2,30,30,30,-76.97771469999999
5.3,0,90,30,-76.97771454
5.3,0,90,150,-76.97771454
5.1,60,30,30,-76.97771429
3.5,0,30,120,-76.97771424
4.8,30,90,60,-76.97771424
5.0,60,30,120,-76.97771357
5.4,30,30,60,-76.97771357
4.7,90,90,90,-76.97771337
4.9,60,90,120,-76.97771327
4.2,30,0,0,-76.97771319
4.2,60,0,180,-76.97771319
4.2,30,0,180,-76.97771319
4.2,0,0,180,-76.97771319
4.2,90,0,0,-76.97771319
4.2,90,0,180,-76.97771319
4.2,60,0,0,-76.97771319
4.2,0,0,0,-76.97771319
4.8,0,30,120,-76.97771318
4.8,30,90,120,-76.977713
5.3,90,30,90,-76.97771259
4.8,90,30,0,-76.97771244
4.8,60,30,0,-76.97771244
4.8,30,30,180,-76.97771244
4.8,60,30,180,-76.97771244
4.8,0,30,180,-76.97771244
4.8,90,30,180,-76.97771244
4.8,30,30,0,-76.97771244
4.8,0,30,0,-76.97771244
5.2,90,30,60,-76.97771236
4.6,30,60,120,-76.97771198
5.4,60,60,30,-76.97771193
4.9,60,60,90,-76.97771159999999
5.5,0,60,30,-76.97771156
5.3,60,30,90,-76.9777115
4.3,90,0,180,-76.9777114
4.3,90,0,0,-76.9777114
4.3,60,0,180,-76.9777114
4.3,30,0,0,-76.9777114
4.3,60,0,0,-76.9777114
4.3,30,0,180,-76.9777114
4.3,0,0,180,-76.9777114
4.3,0,0,0,-76.9777114
5.2,60,60,60,-76.97771133
3.7,60,30,150,-76.9777112
3.9,0,30,150,-76.97771119
5.1,60,60,150,-76.97771119
5.2,90,30,120,-76.97771113
5.4,90,90,150,-76.9777111
5.4,90,90,30,-76.9777111
4.4,0,90,90,-76.9777109
5.6,30,90,180,-76.97771088
5.6,90,90,180,-76.97771088
5.6,30,90,0,-76.97771088
5.6,60,90,0,-76.97771088
5.6,0,90,180,-76.97771088
5.6,90,90,0,-76.97771088
5.6,60,90,180,-76.97771088
5.6,0,90,0,-76.97771088
5.0,90,90,60,-76.97771081
5.4,60,90,150,-76.97771061
5.4,60,90,30,-76.97771061
4.8,30,60,90,-76.97771039
5.5,30,60,30,-76.97771029
4.8,30,0,30,-76.97771013
4.8,60,0,30,-76.97771013
4.8,60,0,150,-76.97771013
4.8,30,0,150,-76.97771013
5.3,60,0,60,-76.97771006
5.3,30,0,60,-76.97771006
3.1,60,0,90,-76.97771003
3.1,0,0,90,-76.97771
3.1,90,0,90,-76.97771
5.5,90,0,90,-76.97770994
5.3,90,0,60,-76.97770994
5.3,0,0,60,-76.97770994
5.5,0,0,90,-76.97770994
4.9,30,30,120,-76.97770991
4.5,0,60,120,-76.97770987
3.7,60,0,150,-76.97770985
3.7,30,0,150,-76.97770985
3.7,30,0,30,-76.97770985
3.7,60,0,30,-76.97770985
5.5,60,0,90,-76.9777098
4.1,30,0,180,-76.97770962
4.1,90,0,180,-76.97770962
4.1,60,0,0,-76.97770962
4.1,90,0,0,-76.97770962
4.1,30,0,0,-76.97770962
4.1,60,0,180,-76.97770962
4.1,0,0,0,-76.97770962
4.1,0,0,180,-76.97770962
5.0,90,90,120,-76.97770956
4.8,0,90,60,-76.97770955
4.8,90,0,150,-76.97770951
4.8,0,0,30,-76.97770951
4.8,90,0,30,-76.97770951
4.8,0,0,150,-76.97770951
5.1,90,60,60,-76.97770911
4.5,30,90,90,-76.97770905
3.7,0,0,30,-76.97770887
3.7,90,0,150,-76.97770887
3.7,0,0,150,-76.97770887
3.7,90,0,30,-76.97770887
5.3,60,0,120,-76.97770883
5.3,0,30,90,-76.97770883
5.3,30,0,120,-76.97770883
3.1,30,0,90,-76.97770882
4.6,30,30,150,-76.97770872
5.3,0,0,120,-76.97770871
5.3,90,0,120,-76.97770871
3.2,0,90,0,-76.97770863
3.2,90,90,0,-76.97770863
3.2,60,90,0,-76.97770863
3.2,30,90,180,-76.97770863
3.2,60,90,180,-76.97770863
3.2,90,90,180,-76.97770863
3.2,0,90,180,-76.97770863
3.2,30,90,0,-76.97770863
5.5,30,0,90,-76.97770856
5.4,30,90,30,-76.97770849999999
5.4,30,90,150,-76.97770849999999
4.5,0,30,150,-76.97770845
5.5,0,30,60,-76.97770843
5.3,30,30,90,-76.97770842
5.4,30,60,0,-76.97770833
5.4,30,60,180,-76.97770833
5.4,60,60,0,-76.97770833
5.4,60,60,180,-76.97770833
5.4,0,60,180,-76.97770833
5.4,0,60,0,-76.97770833
5.4,90,60,180,-76.97770833
5.4,90,60,0,-76.97770833
4.8,0,90,120,-76.97770831
4.9,0,60,150,-76.97770821
5.3,0,60,60,-76.97770818
5.3,0,30,30,-76.97770814
5.1,90,60,120,-76.97770787
5.0,90,30,150,-76.97770776
5.0,90,30,30,-76.97770776
4.8,60,30,150,-76.97770775
5.4,60,30,60,-76.97770773
4.8,0,60,90,-76.97770772
5.3,30,60,60,-76.97770763
5.3,90,60,150,-76.9777074
5.3,90,60,30,-76.9777074
4.7,60,90,90,-76.97770735
5.0,90,60,90,-76.97770729999999
5.0,60,90,60,-76.9777072
5.4,0,90,150,-76.97770688
5.4,0,90,30,-76.97770688
4.9,30,90,60,-76.97770686
4.9,60,60,120,-76.97770682
5.5,30,30,60,-76.9777066
4.4,30,0,0,-76.97770651
4.4,0,0,180,-76.97770651
4.4,90,0,0,-76.97770651
4.4,60,0,180,-76.97770651
4.4,0,0,0,-76.97770651
4.4,60,0,0,-76.97770651
4.4,90,0,180,-76.97770651
4.4,30,0,180,-76.97770651
3.4,0,30,30,-76.97770609
5.0,60,90,120,-76.97770596
5.3,30,30,30,-76.97770581
5.4,90,30,90,-76.97770578
5.0,30,60,150,-76.97770573
5.2,60,30,30,-76.97770562
4.9,30,90,120,-76.97770561
4.8,90,90,90,-76.97770554
5.1,60,30,120,-76.97770526
5.6,0,60,30,-76.97770503
5.3,90,30,60,-76.97770489
5.4,60,30,90,-76.97770481
5.5,60,60,30,-76.97770459
5.7,30,90,0,-76.97770449
5.7,90,90,180,-76.97770449
5.7,0,90,0,-76.97770449
5.7,30,90,180,-76.97770449
5.7,90,90,0,-76.97770449
5.7,0,90,180,-76.97770449
5.7,60,90,0,-76.97770449
5.7,60,90,180,-76.97770449
5.5,60,90,30,-76.97770439
5.5,60,90,150,-76.97770439
5.5,90,90,30,-76.97770429
5.5,90,90,150,-76.97770429
4.9,0,30,120,-76.97770427
5.3,60,60,60,-76.97770413
5.6,30,60,30,-76.97770391
5.0,60,60,90,-76.97770387
5.6,0,0,90,-76.97770381
5.6,90,0,90,-76.97770381
5.6,60,0,90,-76.97770367
5.3,90,30,120,-76.97770366
5.1,90,90,60,-76.97770355
4.7,30,60,120,-76.97770354
4.5,0,90,90,-76.97770315
5.4,30,0,60,-76.97770307
5.4,60,0,60,-76.97770307
3.3,60,60,90,-76.97770304
5.4,90,0,60,-76.97770295
5.4,0,0,60,-76.97770295
4.9,30,60,90,-76.97770293
5.2,60,60,150,-76.97770265
4.9,0,90,60,-76.97770261
5.5,30,90,150,-76.97770257
5.5,30,90,30,-76.97770257
4.9,0,30,0,-76.97770251
4.9,90,30,180,-76.97770251
4.9,60,30,180,-76.97770251
4.9,90,30,0,-76.97770251
4.9,0,30,180,-76.97770251
4.9,30,30,180,-76.97770251
4.9,30,30,0,-76.97770251
4.9,60,30,0,-76.97770251
5.6,30,0,90,-76.97770243
5.4,0,30,90,-76.97770234
5.1,90,90,120,-76.97770231
3.5,30,90,90,-76.97770228
5.6,0,30,60,-76.97770221
5.2,90,60,60,-76.97770208
5.4,0,60,60,-76.97770207
4.6,0,60,120,-76.97770192
5.4,30,30,90,-76.97770185
5.4,60,0,120,-76.97770184
5.4,30,0,120,-76.97770184
5.4,90,0,120,-76.97770172
5.4,0,0,120,-76.97770172
5.4,30,60,60,-76.97770157
4.9,0,90,120,-76.97770136
5.4,90,60,30,-76.97770129
5.4,90,60,150,-76.97770129
4.6,30,90,90,-76.97770126
5.5,60,30,60,-76.97770125
5.0,30,30,120,-76.97770114
4.9,30,0,150,-76.97770096
4.9,30,0,30,-76.97770096
4.9,60,0,30,-76.97770096
4.9,60,0,150,-76.97770096
5.5,0,90,150,-76.97770095
5.5,0,90,30,-76.97770095
5.5,90,60,180,-76.97770086
5.5,60,60,180,-76.97770086
5.5,30,60,0,-76.97770086
5.5,0,60,0,-76.97770086
5.5,30,60,180,-76.97770086
5.5,90,60,0,-76.97770086
5.5,0,60,180,-76.97770086
5.5,60,60,0,-76.97770086
3.8,30,30,150,-76.97770085
5.2,90,60,120,-76.97770084
5.1,90,60,90,-76.97770083
4.6,0,30,150,-76.97770071
5.6,30,30,60,-76.97770065
4.9,0,60,90,-76.97770064
4.9,0,0,150,-76.97770057
4.9,90,0,30,-76.97770057
4.9,90,0,150,-76.97770057
4.9,0,0,30,-76.97770057
5.4,0,30,30,-76.97770043
5.1,60,90,60,-76.97770024
4.8,60,90,90,-76.97770007
4.7,30,30,150,-76.97769982
5.5,90,30,90,-76.97769981
5.0,30,90,60,-76.97769973
5.0,0,60,150,-76.97769959
4.5,90,0,180,-76.97769958
4.5,0,0,180,-76.97769958
4.5,30,0,0,-76.97769958
4.5,30,0,180,-76.97769958
4.5,60,0,0,-76.97769958
4.5,90,0,0,-76.97769958
4.5,0,0,0,-76.97769958
4.5,60,0,180,-76.97769958
5.1,90,30,150,-76.97769935
5.1,90,30,30,-76.97769935
5.8,30,90,0,-76.97769925
5.8,60,90,0,-76.97769925
5.8,0,90,0,-76.97769925
5.8,60,90,180,-76.97769925
5.8,0,90,180,-76.97769925
5.8,90,90,180,-76.97769925
5.8,90,90,0,-76.97769925
5.8,30,90,180,-76.97769925
5.7,0,60,30,-76.97769904
4.9,60,30,150,-76.97769903
5.1,60,90,120,-76.97769899
5.0,60,60,120,-76.97769897
5.5,60,30,90,-76.97769888
5.6,90,90,150,-76.9776987
5.6,90,90,30,-76.9776987
5.6,60,60,30,-76.97769868
4.9,90,90,90,-76.97769865
5.2,60,30,120,-76.97769852
5.6,60,90,30,-76.97769849
5.0,30,90,120,-76.97769849
5.6,60,90,150,-76.97769849
5.4,90,30,60,-76.97769845
5.7,0,0,90,-76.97769841
5.7,90,0,90,-76.97769841
5.1,30,60,150,-76.97769840000001
3.7,0,30,0,-76.97769838
3.7,30,30,0,-76.97769838
3.7,0,30,180,-76.97769838
3.7,90,30,180,-76.97769838
3.7,30,30,180,-76.97769838
3.7,90,30,0,-76.97769838
3.7,60,30,0,-76.97769838
3.7,60,30,180,-76.97769838
5.4,30,30,30,-76.97769836
5.4,60,60,60,-76.97769835
5.7,60,0,90,-76.97769827
5.7,30,60,30,-76.97769807
3.4,60,90,90,-76.97769775
5.1,60,60,90,-76.97769764
5.3,60,30,30,-76.97769753
5.4,90,30,120,-76.97769722
5.2,90,90,60,-76.97769721
5.7,30,0,90,-76.97769703
4.0,60,0,0,-76.97769702
4.0,0,0,180,-76.97769702
4.0,0,0,0,-76.97769702
4.0,90,0,0,-76.97769702
4.0,30,0,0,-76.97769702
4.0,90,0,180,-76.97769702
4.0,30,0,180,-76.97769702
4.0,60,0,180,-76.97769702
5.5,60,0,60,-76.97769699
5.5,30,0,60,-76.97769699
5.5,0,0,60,-76.97769687
5.5,90,0,60,-76.97769687
5.7,0,30,60,-76.97769682
5.6,30,90,150,-76.97769675
5.6,30,90,30,-76.97769675
5.5,0,30,90,-76.97769665
5.0,0,30,120,-76.97769649
5.5,0,60,60,-76.97769617
5.5,30,30,90,-76.97769609
4.6,0,90,90,-76.97769607
5.2,90,90,120,-76.97769597
5.0,30,60,90,-76.97769596
5.0,0,90,60,-76.97769587
5.5,30,0,120,-76.97769576
5.5,60,0,120,-76.97769576
5.6,90,60,0,-76.97769574
5.6,90,60,180,-76.97769574
5.6,30,60,0,-76.97769574
5.6,0,60,0,-76.97769574
5.6,30,60,180,-76.97769574
5.6,60,60,180,-76.97769574
5.6,60,60,0,-76.97769574
5.6,0,60,180,-76.97769574
5.6,60,30,60,-76.97769573
5.5,30,60,60,-76.97769572
5.3,90,60,60,-76.97769567
5.5,0,0,120,-76.97769564
5.5,90,0,120,-76.97769564
5.7,30,30,60,-76.97769539
5.3,60,60,150,-76.97769522
5.6,0,90,150,-76.97769521
5.6,0,90,30,-76.97769521
4.8,30,60,120,-76.97769513
5.2,90,60,90,-76.9776949
5.5,90,60,30,-76.97769481
5.5,90,60,150,-76.97769481
5.0,60,30,180,-76.97769471
5.0,30,30,0,-76.97769471
5.0,60,30,0,-76.97769471
5.0,90,30,0,-76.97769471
5.0,90,30,180,-76.97769471
5.0,0,30,0,-76.97769471
5.0,30,30,180,-76.97769471
5.0,0,30,180,-76.97769471
5.0,0,90,120,-76.97769463
5.5,0,30,30,-76.97769458
5.6,90,30,90,-76.97769455
4.7,0,60,120,-76.97769444
5.3,90,60,120,-76.97769443
5.9,0,90,180,-76.97769421
5.9,30,90,180,-76.97769421
5.9,30,90,0,-76.97769421
5.9,90,90,0,-76.97769421
5.9,90,90,180,-76.97769421
5.9,60,90,0,-76.97769421
5.2,60,90,60,-76.97769421
5.9,0,90,0,-76.97769421
5.9,60,90,180,-76.97769421
4.7,30,90,90,-76.97769403
5.0,0,60,90,-76.97769391
5.1,30,30,120,-76.97769371
5.6,60,30,90,-76.97769369
5.8,90,0,90,-76.97769364
5.8,0,0,90,-76.97769364
5.8,0,60,30,-76.9776935
5.8,60,0,90,-76.97769349
5.1,30,90,60,-76.97769347
4.9,60,90,90,-76.97769343
5.7,90,90,30,-76.97769341
5.7,90,90,150,-76.97769341
5.7,60,60,30,-76.97769328
5.7,60,90,30,-76.97769323
5.7,60,90,150,-76.97769323
5.2,60,90,120,-76.97769297
5.0,30,0,150,-76.97769292
5.0,30,0,30,-76.97769292
5.0,60,0,150,-76.97769292
5.0,60,0,30,-76.97769292
5.5,60,60,60,-76.97769286
5.5,90,30,60,-76.97769284
5.1,0,60,150,-76.97769278
5.5,30,30,30,-76.97769275
5.1,60,60,120,-76.97769271
5.8,30,60,30,-76.97769266
4.7,0,30,150,-76.97769265
5.0,90,90,90,-76.97769255
5.0,90,0,30,-76.97769242
5.0,90,0,150,-76.97769242
5.0,0,0,30,-76.97769242
5.0,0,0,150,-76.97769242
5.8,30,0,90,-76.97769226
5.1,30,90,120,-76.97769223
5.3,60,30,120,-76.97769215
5.8,0,30,60,-76.97769202
5.2,90,30,30,-76.97769194
5.2,90,30,150,-76.97769194
5.2,60,60,90,-76.97769191
4.6,0,0,0,-76.97769189
4.6,60,0,0,-76.97769189
4.6,90,0,0,-76.97769189
4.6,60,0,180,-76.97769189
4.6,30,0,0,-76.97769189
4.6,30,0,180,-76.97769189
4.6,90,0,180,-76.97769189
4.6,0,0,180,-76.97769189
4.8,30,30,150,-76.97769174
5.3,90,90,60,-76.97769168
5.6,30,0,60,-76.97769168
5.6,60,0,60,-76.97769168
5.6,0,30,90,-76.97769166
5.7,30,90,150,-76.97769164
5.7,30,90,30,-76.97769164
5.5,90,30,120,-76.97769161
5.6,90,0,60,-76.97769157
5.6,0,0,60,-76.97769157
5.6,0,60,60,-76.97769151
5.0,60,30,150,-76.97769144
5.6,30,60,60,-76.9776911
5.6,30,30,90,-76.97769103
5.2,30,60,150,-76.97769098
5.7,60,30,60,-76.97769087
5.4,60,30,30,-76.97769079999999
5.8,30,30,60,-76.9776907
5.4,90,60,60,-76.9776906
5.6,60,0,120,-76.97769046
5.6,30,0,120,-76.97769046
5.3,90,90,120,-76.97769044
5.7,0,60,0,-76.97769042
5.7,60,60,0,-76.97769042
5.7,30,60,180,-76.97769042
5.7,30,60,0,-76.97769042
5.7,90,60,0,-76.97769042
5.7,90,60,180,-76.97769042
5.7,60,60,180,-76.97769042
5.7,0,60,180,-76.97769042
5.6,90,0,120,-76.97769034
5.6,0,0,120,-76.97769034
5.1,30,60,90,-76.97769033
5.4,60,60,150,-76.97769025
5.7,0,90,150,-76.97769014
5.7,0,90,30,-76.97769014
5.1,0,90,60,-76.97769001
5.7,90,30,90,-76.97768992
5.6,90,60,30,-76.97768977
5.6,90,60,150,-76.97768977
6.0,0,90,180,-76.97768976
6.0,30,90,0,-76.97768976
6.0,90,90,180,-76.97768976
6.0,60,90,180,-76.97768976
6.0,30,90,180,-76.97768976
6.0,90,90,0,-76.97768976
6.0,60,90,0,-76.97768976
6.0,0,90,0,-76.97768976
4.7,0,90,90,-76.97768974
5.3,90,60,90,-76.9776894
5.9,0,0,90,-76.97768939
5.9,90,0,90,-76.97768939
5.4,90,60,120,-76.97768937
5.1,0,30,120,-76.97768931
5.9,60,0,90,-76.97768926
5.9,0,60,30,-76.97768914
5.7,60,30,90,-76.97768912
5.3,60,90,60,-76.97768895
5.6,0,30,30,-76.97768891
5.1,0,90,120,-76.97768876
5.8,90,90,150,-76.97768872
5.8,90,90,30,-76.97768872
5.8,60,90,150,-76.97768861
5.8,60,90,30,-76.97768861
5.1,0,60,90,-76.97768857
5.6,60,60,60,-76.97768847
4.9,30,60,120,-76.97768843
5.9,30,60,30,-76.97768841
5.8,60,60,30,-76.97768826
5.2,30,90,60,-76.97768806
5.9,30,0,90,-76.97768803
5.6,90,30,60,-76.97768794
4.8,30,90,90,-76.9776879
5.0,60,90,90,-76.97768778
5.9,0,30,60,-76.97768776
5.3,60,90,120,-76.97768771
5.2,30,30,120,-76.97768752
5.1,30,30,0,-76.97768741
5.1,60,30,180,-76.97768741
5.1,0,30,0,-76.97768741
5.1,60,30,0,-76.97768741
5.1,30,30,180,-76.97768741
5.1,90,30,180,-76.97768741
5.1,90,30,0,-76.97768741
5.1,0,30,180,-76.97768741
5.1,90,90,90,-76.97768734
5.6,30,30,30,-76.97768729
5.7,0,30,90,-76.97768726
5.8,30,90,30,-76.97768716
5.8,30,90,150,-76.97768716
5.7,0,60,60,-76.97768715
5.2,60,60,120,-76.97768703
5.7,30,0,60,-76.97768699
5.7,60,0,60,-76.97768699
5.7,90,0,60,-76.97768694
5.7,0,0,60,-76.97768694
4.8,0,60,120,-76.97768688
5.4,90,90,60,-76.97768685
5.2,30,90,120,-76.97768682
5.7,30,60,60,-76.97768678
5.6,90,30,120,-76.97768671
5.4,60,30,120,-76.97768669
5.3,60,60,90,-76.97768668
5.7,30,30,90,-76.97768662
5.9,30,30,60,-76.97768655
5.8,60,30,60,-76.97768654
5.1,30,0,30,-76.97768594
5.1,60,0,30,-76.97768594
5.1,30,0,150,-76.97768594
5.1,60,0,150,-76.97768594
5.2,0,60,150,-76.97768588
5.5,60,30,30,-76.97768586
5.8,0,90,30,-76.97768583
5.8,90,30,90,-76.97768583
5.8,0,90,150,-76.97768583
6.1,60,90,180,-76.97768582
6.1,30,90,0,-76.97768582
6.1,60,90,0,-76.97768582
6.1,0,90,180,-76.97768582
6.1,0,90,0,-76.97768582
6.1,90,90,0,-76.97768582
6.1,30,90,180,-76.97768582
6.1,90,90,180,-76.97768582
5.7,30,0,120,-76.97768576
5.7,60,0,120,-76.97768576
5.7,0,0,120,-76.97768571
5.7,90,0,120,-76.97768571
6.0,90,0,90,-76.97768563
6.0,0,0,90,-76.97768563
5.4,90,90,120,-76.97768561
5.5,90,60,60,-76.97768558
5.3,90,30,150,-76.97768557
5.3,90,30,30,-76.97768557
5.8,60,60,0,-76.97768551
5.8,30,60,180,-76.97768551
5.8,60,60,180,-76.97768551
5.8,90,60,0,-76.97768551
5.8,90,60,180,-76.97768551
5.8,0,60,180,-76.97768551
5.8,0,60,0,-76.97768551
5.8,30,60,0,-76.97768551
6.0,60,0,90,-76.97768549999999
5.1,0,0,150,-76.97768542
5.1,0,0,30,-76.97768542
5.1,90,0,150,-76.97768542
5.1,90,0,30,-76.97768542
3.4,30,90,60,-76.97768522
4.8,0,30,150,-76.97768521
5.2,30,60,90,-76.97768516
5.4,90,60,90,-76.97768509999999
5.8,60,30,90,-76.97768508
5.7,90,60,150,-76.97768507
5.7,90,60,30,-76.97768507
5.2,0,90,60,-76.97768491
5.5,60,60,150,-76.97768478
6.0,0,60,30,-76.97768477
5.3,30,60,150,-76.97768467
4.7,90,0,180,-76.97768464
4.7,30,0,0,-76.97768464
4.7,0,0,180,-76.97768464
4.7,0,0,0,-76.97768464
4.7,90,0,0,-76.97768464
4.7,30,0,180,-76.97768464
4.7,60,0,180,-76.97768464
4.7,60,0,0,-76.97768464
5.1,60,30,150,-76.97768461
5.9,90,90,150,-76.97768458
5.9,90,90,30,-76.97768458
4.9,30,30,150,-76.97768457
5.9,60,90,30,-76.97768453
5.9,60,90,150,-76.97768453
5.9,60,60,30,-76.97768438
5.4,60,90,60,-76.97768437
5.7,60,60,60,-76.97768435
5.5,90,60,120,-76.97768434
6.0,30,0,90,-76.97768427
6.0,30,60,30,-76.97768415
4.8,0,90,90,-76.97768414
3.6,0,60,120,-76.97768404
3.4,30,90,120,-76.97768402
5.7,0,30,30,-76.97768401
6.0,0,30,60,-76.97768398
5.2,0,60,90,-76.97768368
5.2,0,90,120,-76.97768367
5.7,90,30,60,-76.97768363
5.8,0,30,90,-76.97768347
5.3,30,90,60,-76.97768336
5.2,0,30,120,-76.97768335
5.9,30,90,150,-76.97768322
5.9,30,90,30,-76.97768322
5.4,60,90,120,-76.97768313
5.1,60,90,90,-76.97768301
5.8,0,60,60,-76.97768301
5.0,30,60,120,-76.97768296
5.8,60,0,60,-76.97768294
5.8,30,0,60,-76.97768294
5.8,0,0,60,-76.97768288
5.8,90,0,60,-76.97768288
6.0,30,30,60,-76.97768288
5.2,90,90,90,-76.97768274
5.9,60,30,60,-76.97768272
5.8,30,30,90,-76.97768271
5.8,30,60,60,-76.97768267
5.4,60,60,90,-76.97768264
5.5,90,90,60,-76.97768262
4.9,30,90,90,-76.97768253
5.7,30,30,30,-76.97768251
5.7,90,30,120,-76.9776824
6.2,60,90,0,-76.97768233
6.2,0,90,180,-76.97768233
6.2,90,90,0,-76.97768233
6.2,30,90,0,-76.97768233
6.2,60,90,180,-76.97768233
6.2,30,90,180,-76.97768233
6.2,0,90,0,-76.97768233
6.2,90,90,180,-76.97768233
6.1,90,0,90,-76.97768228
6.1,0,0,90,-76.97768228
5.3,30,30,120,-76.97768223
5.9,90,30,90,-76.9776822
6.1,60,0,90,-76.97768215
5.3,30,90,120,-76.97768212
5.5,60,30,120,-76.97768196
5.9,0,90,30,-76.97768194
5.6,90,60,60,-76.97768194
5.9,0,90,150,-76.97768194
5.3,60,60,120,-76.97768183
5.9,60,60,0,-76.97768175
5.9,0,60,0,-76.97768175
5.9,60,60,180,-76.97768175
5.9,90,60,0,-76.97768175
5.9,90,60,180,-76.97768175
5.9,30,60,0,-76.97768175
5.9,30,60,180,-76.97768175
5.9,0,60,180,-76.97768175
5.8,60,0,120,-76.97768171
5.8,30,0,120,-76.97768171
5.8,90,0,120,-76.97768165
5.8,0,0,120,-76.97768165
5.9,60,30,90,-76.97768149999999
6.1,0,60,30,-76.97768141
5.5,90,90,120,-76.97768138
5.2,90,30,180,-76.97768123
5.2,0,30,0,-76.97768123
5.2,0,30,180,-76.97768123
5.2,30,30,180,-76.97768123
5.2,90,30,0,-76.97768123
5.2,30,30,0,-76.97768123
5.2,60,30,0,-76.97768123
5.2,60,30,180,-76.97768123
4.9,0,60,120,-76.97768102
6.0,60,90,150,-76.97768093
5.6,60,30,30,-76.97768093
6.0,60,90,30,-76.97768093
6.0,90,90,150,-76.97768092
6.1,30,0,90,-76.97768092
6.0,90,90,30,-76.97768092
6.1,30,60,30,-76.97768089
5.5,90,60,90,-76.97768081
5.6,90,60,120,-76.97768070000001
5.8,90,60,150,-76.97768069
5.8,90,60,30,-76.97768069
5.4,30,60,150,-76.97768065
6.1,0,30,60,-76.97768062
5.6,60,60,150,-76.97768056
5.3,0,90,60,-76.97768048
5.8,60,60,60,-76.97768048
6.0,60,60,30,-76.97768043
5.3,30,60,90,-76.97768038
5.5,60,90,60,-76.97768037
3.8,0,30,150,-76.97768025
5.9,0,30,90,-76.97768011
5.3,0,60,150,-76.97767998
5.8,90,30,60,-76.97767991
5.9,0,60,60,-76.97767987
5.8,0,30,30,-76.97767976
5.2,60,0,150,-76.97767975
5.2,60,0,30,-76.97767975
5.2,30,0,150,-76.97767975
5.2,30,0,30,-76.97767975
