2.00,0.00,18605.3870299034824711
2.10,0.00,11952.6551593578824395
2.20,0.00,7678.7419218371251191
2.30,0.00,4933.0526745780152851
2.40,0.00,3169.1400671972473901
2.50,0.00,2035.9500350103426172
2.60,0.00,1307.9549837393237794
2.70,0.00,840.2692649968921614
2.80,0.00,539.8140199595234208
2.90,0.00,346.7926155146684550
3.00,0.00,113.5563140812123493
3.10,0.00,40.0775276879910649
3.20,0.00,-2.2548780747766561
3.30,0.00,-24.4867149883234596
3.40,0.00,-34.2219396188223399
3.50,0.00,-36.5630085682570467
3.60,0.00,-34.8380972966211431
3.70,0.00,-31.1460285525147711
3.80,0.00,-26.7540487111106664
3.90,0.00,-22.3814874739721894
4.00,0.00,-18.3975912076653429
4.10,0.00,-14.9564207793081696
4.20,0.00,-12.0866220498960857
4.30,0.00,-9.7495147858185884
4.40,0.00,-7.8754057015513137
4.50,0.00,-6.3852677556911903
4.60,0.00,-5.2028327374087162
4.70,0.00,-4.2605934157379632
4.80,0.00,-3.5020872756189956
4.90,0.00,-2.8820343059757718
5.00,0.00,-2.3653432097057312
5.10,0.00,-1.9256183020493820
5.20,0.00,-1.5435432009602010
5.30,0.00,-1.2053497957402499
5.40,0.00,-0.9014745105861330
5.50,0.00,-0.6254388354418208
5.60,0.00,-0.3729535161138096
5.70,0.00,-0.1412259593322664
5.80,0.00,0.0715583324381281
5.90,0.00,0.2666115880008535
6.00,0.00,0.4448065459102801
6.20,0.00,0.7534062404396320
6.40,0.00,1.0027591801562752
6.60,0.00,1.1987985591739019
6.80,0.00,1.3482077485435082
7.00,0.00,1.4580511861926020
7.20,0.00,1.5352918777959281
7.40,0.00,1.5863974713421356
7.60,0.00,1.6170925200951678
7.80,0.00,1.6322476636351180
8.00,0.00,1.6358722735082991
8.20,0.00,1.6311740749049417
8.40,0.00,1.6206550789754364
8.60,0.00,1.6062214317682393
8.80,0.00,1.5892925456001352
9.00,0.00,1.5709010421530281
9.50,0.00,1.5227845055250049
10.00,0.00,1.4758106631131440
10.50,0.00,1.4319025112005599
11.00,0.00,1.3911853824474021
11.50,0.00,1.3532033700411825
12.00,0.00,1.3174176723046864
12.50,0.00,1.2833740058379708
13.00,0.00,1.2507341674400065
13.50,0.00,1.2192607049371367
14.00,0.00,1.1887912354509651
14.50,0.00,1.1592152798938702
15.00,0.00,1.1304567639060241
16.00,0.00,1.0751909229426324
17.00,0.00,1.0227040779137890
18.00,0.00,0.9728080699776483
19.00,0.00,0.9253569769413172
20.00,0.00,0.8802243241484249
21.00,0.00,0.8372943718261158
22.00,0.00,0.7964587102945982
23.00,0.00,0.7576148380618192
24.00,0.00,0.7206654813100244
25.00,0.00,0.6855181944550945
50.00,0.00,0.1964042480490091
100.00,0.00,0.0161218424308308
2.00,5.00,18351.4576040159154218
2.10,5.00,11788.3374983355315635
2.20,5.00,7572.4176233419848359
2.30,5.00,4864.2574638193791543
2.40,5.00,3124.6296561071108044
2.50,5.00,2007.1533138293107186
2.60,5.00,1289.3254140828937579
2.70,5.00,828.2177609185829397
2.80,5.00,532.0182569959729335
2.90,5.00,341.7500072240740678
3.00,5.00,110.8260978178474403
3.10,5.00,38.4702211492464414
3.20,5.00,-3.1542034341978216
3.30,5.00,-24.9483495135897364
3.40,5.00,-34.4208245317237669
3.50,5.00,-36.6110631987847910
3.60,5.00,-34.8056263884575401
3.70,5.00,-31.0760019303549093
3.80,5.00,-26.6716662235100443
3.90,5.00,-22.3005884166190640
4.00,5.00,-18.3249323379593179
4.10,5.00,-14.8945063250759482
4.20,5.00,-12.0355482212393543
4.30,5.00,-9.7081453141951428
4.40,5.00,-7.8420966321475749
4.50,5.00,-6.3582924227049640
4.60,5.00,-5.1806111666686387
4.70,5.00,-4.2417977200388606
4.80,5.00,-3.4856716329473634
4.90,5.00,-2.8672219627627795
5.00,5.00,-2.3515916572141800
5.10,5.00,-1.9125759498403323
5.20,5.00,-1.5310055288862654
5.30,5.00,-1.1932193910780879
5.40,5.00,-0.8897270706474547
5.50,5.00,-0.6140957605022765
5.60,5.00,-0.3620608588359988
5.70,5.00,-0.1308390379098607
5.80,5.00,0.0813855496427514
5.90,5.00,0.2758332567483128
6.00,5.00,0.4533887541384547
6.20,5.00,0.7606620340005288
6.40,5.00,1.0087105282385942
6.60,5.00,1.2035479585047886
6.80,5.00,1.3519076124000580
7.00,5.00,1.4608758549966883
7.20,5.00,1.5374163533366252
7.40,5.00,1.5879834815167073
7.60,5.00,1.6182808781030031
7.80,5.00,1.6331553385670798
8.00,5.00,1.6365926140967473
8.20,5.00,1.6317788991569975
8.40,5.00,1.6211976771189960
8.60,5.00,1.6067398387985865
8.80,5.00,1.5898126878921424
9.00,5.00,1.5714395444854081
9.50,5.00,1.5234008595994992
10.00,5.00,1.4765074512557133
