   ENERGY (CM-1)    JTOTL  JSTEP  JTOTU      F    I         SIG(F,I)
   33.10000000          0      1     18      2    2          201.667      
   33.20000000          0      1     18      1    1          164.327      
   33.20000000          0      1     18      2    1          3.65206      
   33.20000000          0      1     18      1    2          1.08844      
   33.20000000          0      1     18      2    2          200.232      
   33.30000000          0      1     18      1    1          163.942      
   33.30000000          0      1     18      2    1          3.65157      
   33.30000000          0      1     18      1    2          1.08669      
   33.30000000          0      1     18      2    2          199.985      
   33.40000000          0      1     18      1    1          164.192      
   33.40000000          0      1     18      2    1          3.34788      
   33.40000000          0      1     18      1    2         0.994858      
   33.40000000          0      1     18      2    2          198.542      
   33.50000000          0      1     18      1    1          163.838      
   33.50000000          0      1     18      2    1          3.37364      
   33.50000000          0      1     18      1    2          1.00106      
   33.50000000          0      1     18      2    2          200.850      
   33.60000000          0      1     18      1    1          163.520      
   33.60000000          0      1     18      2    1          3.42088      
   33.60000000          0      1     18      1    2          1.01362      
   33.60000000          0      1     18      2    2          200.873      
   33.70000000          0      1     18      1    1          163.232      
   33.70000000          0      1     18      2    1          3.45481      
   33.70000000          0      1     18      1    2          1.02221      
   33.70000000          0      1     18      2    2          198.240      
   33.80000000          0      1     18      1    1          162.952      
   33.80000000          0      1     18      2    1          3.48416      
   33.80000000          0      1     18      1    2          1.02944      
   33.80000000          0      1     18      2    2          199.798      
   33.90000000          0      1     18      1    1          162.671      
   33.90000000          0      1     18      2    1          3.51461      
   33.90000000          0      1     18      1    2          1.03697      
   33.90000000          0      1     18      2    2          199.525      
   34.00000000          0      1     18      1    1          162.380      
   34.00000000          0      1     18      2    1          3.55243      
   34.00000000          0      1     18      1    2          1.04667      
   34.00000000          0      1     18      2    2          199.237      
   34.10000000          0      1     18      1    1          162.072      
   34.10000000          0      1     18      2    1          3.60718      
   34.10000000          0      1     18      1    2          1.06133      
   34.10000000          0      1     18      2    2          199.084      
   34.20000000          0      1     18      1    1          161.870      
   34.20000000          0      1     18      2    1          3.63573      
   34.20000000          0      1     18      1    2          1.06826      
   34.20000000          0      1     18      2    2          198.600      
   34.30000000          0      1     18      1    1          161.880      
   34.30000000          0      1     18      2    1          3.61547      
   34.30000000          0      1     18      1    2          1.06085      
   34.30000000          0      1     18      2    2          194.278      
   34.40000000          0      1     18      1    1          161.839      
   34.40000000          0      1     18      2    1          3.40543      
   34.40000000          0      1     18      1    2         0.997869      
   34.40000000          0      1     18      2    2          199.837      
   34.50000000          0      1     18      1    1          161.422      
   34.50000000          0      1     18      2    1          3.45667      
   34.50000000          0      1     18      1    2          1.01152      
   34.50000000          0      1     18      2    2          200.165      
   34.60000000          0      1     18      1    1          160.977      
   34.60000000          0      1     18      2    1          3.59951      
   34.60000000          0      1     18      1    2          1.05191      
   34.60000000          0      1     18      2    2          196.261      
   34.70000000          0      1     18      1    1          160.928      
   34.70000000          0      1     18      2    1          3.35754      
   34.70000000          0      1     18      1    2         0.979895      
   34.70000000          0      1     18      2    2          198.404      
   34.80000000          0      1     18      1    1          160.676      
   34.80000000          0      1     18      2    1          3.43602      
   34.80000000          0      1     18      1    2          1.00148      
   34.80000000          0      1     18      2    2          196.670      
   34.90000000          0      1     18      1    1          160.415      
   34.90000000          0      1     18      2    1          3.47088      
   34.90000000          0      1     18      1    2          1.01032      
   34.90000000          0      1     18      2    2          195.983      
   35.00000000          0      1     18      1    1          160.162      
   35.00000000          0      1     18      2    1          3.49534      
   35.00000000          0      1     18      1    2          1.01611      
   35.00000000          0      1     18      2    2          195.450      
   35.10000000          0      1     18      1    1          159.913      
   35.10000000          0      1     18      2    1          3.51654      
   35.10000000          0      1     18      1    2          1.02095      
   35.10000000          0      1     18      2    2          194.965      
   35.20000000          0      1     18      1    1          159.667      
   35.20000000          0      1     18      2    1          3.53745      
   35.20000000          0      1     18      1    2          1.02571      
   35.20000000          0      1     18      2    2          194.494      
   35.30000000          0      1     18      1    1          159.422      
   35.30000000          0      1     18      2    1          3.56054      
   35.30000000          0      1     18      1    2          1.03109      
   35.30000000          0      1     18      2    2          194.012      
   35.40000000          0      1     18      1    1          159.176      
   35.40000000          0      1     18      2    1          3.58921      
   35.40000000          0      1     18      1    2          1.03808      
   35.40000000          0      1     18      2    2          193.477      
   35.50000000          0      1     18      1    1          158.925      
   35.50000000          0      1     18      2    1          3.62893      
   35.50000000          0      1     18      1    2          1.04825      
   35.50000000          0      1     18      2    2          192.775      
   35.60000000          0      1     18      1    1          158.647      
   35.60000000          0      1     18      2    1          3.65888      
   35.60000000          0      1     18      1    2          1.05558      
   35.60000000          0      1     18      2    2          191.557      
   35.70000000          0      1     18      1    1          158.413      
   35.70000000          0      1     18      2    1          3.57266      
   35.70000000          0      1     18      1    2          1.02943      
   35.70000000          0      1     18      2    2          191.193      
   35.80000000          0      1     18      1    1          158.192      
   35.80000000          0      1     18      2    1          3.81431      
   35.80000000          0      1     18      1    2          1.09771      
   35.80000000          0      1     18      2    2          192.506      
   35.90000000          0      1     18      1    1          157.955      
   35.90000000          0      1     18      2    1          3.67701      
   35.90000000          0      1     18      1    2          1.05691      
   35.90000000          0      1     18      2    2          193.150      
   36.00000000          0      1     18      1    1          157.768      
   36.00000000          0      1     18      2    1          3.42131      
   36.00000000          0      1     18      1    2         0.982218      
   36.00000000          0      1     18      2    2          192.141      
   36.10000000          0      1     18      1    1          157.215      
   36.10000000          0      1     18      2    1          3.64434      
   36.10000000          0      1     18      1    2          1.04499      
   36.10000000          0      1     18      2    2          194.875      
   36.20000000          0      1     18      1    1          157.551      
   36.20000000          0      1     18      2    1          3.40606      
   36.20000000          0      1     18      1    2         0.975494      
   36.20000000          0      1     18      2    2          189.250      
   36.30000000          0      1     19      1    1          157.209      
   36.30000000          0      1     19      2    1          3.47924      
   36.30000000          0      1     19      1    2         0.995266      
   36.30000000          0      1     19      2    2          189.796      
   36.40000000          0      1     19      1    1          156.949      
   36.40000000          0      1     19      2    1          3.51161      
   36.40000000          0      1     19      1    2          1.00334      
   36.40000000          0      1     19      2    2          189.662      
   36.50000000          0      1     19      1    1          156.706      
   36.50000000          0      1     19      2    1          3.53316      
   36.50000000          0      1     19      3    1         7.886721E-04  
   36.50000000          0      1     19      1    2          1.00831      
   36.50000000          0      1     19      2    2          189.380      
   36.50000000          0      1     19      3    2         1.567928E-02  
   36.50000000          0      1     19      1    3         3.263779E-02  
   36.50000000          0      1     19      2    3          2.27362      
   36.50000000          0      1     19      3    3          281.329      
   36.60000000          0      1     19      1    1          156.470      
   36.60000000          0      1     19      2    1          3.55019      
   36.60000000          0      1     19      3    1         1.761594E-03  
   36.60000000          0      1     19      1    2          1.01199      
   36.60000000          0      1     19      2    2          189.039      
   36.60000000          0      1     19      3    2         3.447441E-02  
   36.60000000          0      1     19      1    3         3.618088E-02  
   36.60000000          0      1     19      2    3          2.48396      
   36.60000000          0      1     19      3    3          267.121      
   36.70000000          0      1     19      1    1          156.238      
   36.70000000          0      1     19      2    1          3.56488      
   36.70000000          0      1     19      3    1         2.960245E-03  
   36.70000000          0      1     19      1    2          1.01500      
   36.70000000          0      1     19      2    2          188.670      
   36.70000000          0      1     19      3    2         5.711017E-02  
   36.70000000          0      1     19      1    3         4.050745E-02  
   36.70000000          0      1     19      2    3          2.74472      
   36.70000000          0      1     19      3    3          259.400      
   36.80000000          0      1     19      1    1          156.007      
   36.80000000          0      1     19      2    1          3.57841      
   36.80000000          0      1     19      3    1         4.301832E-03  
   36.80000000          0      1     19      1    2          1.01769      
   36.80000000          0      1     19      2    2          188.284      
   36.80000000          0      1     19      3    2         8.201221E-02  
   36.80000000          0      1     19      1    3         4.419526E-02  
   36.80000000          0      1     19      2    3          2.96263      
   36.80000000          0      1     19      3    3          254.603      
   36.90000000          0      1     19      1    1          155.778      
   36.90000000          0      1     19      2    1          3.59166      
   36.90000000          0      1     19      3    1         5.739557E-03  
   36.90000000          0      1     19      1    2          1.02029      
   36.90000000          0      1     19      2    2          187.886      
   36.90000000          0      1     19      3    2         0.108185      
   36.90000000          0      1     19      1    3         4.725338E-02  
   36.90000000          0      1     19      2    3          3.13542      
   36.90000000          0      1     19      3    3          251.462      
   37.00000000          0      1     19      1    1          155.548      
   37.00000000          0      1     19      2    1          3.60549      
   37.00000000          0      1     19      3    1         7.298312E-03  
   37.00000000          0      1     19      1    2          1.02306      
   37.00000000          0      1     19      2    2          187.476      
   37.00000000          0      1     19      3    2         0.135753      
   37.00000000          0      1     19      1    3         5.017420E-02  
   37.00000000          0      1     19      2    3          3.28906      
   37.00000000          0      1     19      3    3          249.384      
   37.10000000          0      1     19      1    1          155.315      
   37.10000000          0      1     19      2    1          3.62095      
   37.10000000          0      1     19      3    1         9.153019E-03  
   37.10000000          0      1     19      1    2          1.02628      
   37.10000000          0      1     19      2    2          187.053      
   37.10000000          0      1     19      3    2         0.166841      
   37.10000000          0      1     19      1    3         5.405556E-02  
   37.10000000          0      1     19      2    3          3.47644      
   37.10000000          0      1     19      3    3          248.042      
   37.20000000          0      1     19      1    1          155.078      
   37.20000000          0      1     19      2    1          3.63945      
   37.20000000          0      1     19      3    1         1.193493E-02  
   37.20000000          0      1     19      1    2          1.03037      
   37.20000000          0      1     19      2    2          186.612      
   37.20000000          0      1     19      3    2         0.208620      
   37.20000000          0      1     19      1    3         6.181834E-02  
   37.20000000          0      1     19      2    3          3.81676      
   37.20000000          0      1     19      3    3          247.284      
   37.30000000          0      1     19      1    1          154.832      
   37.30000000          0      1     19      2    1          3.66100      
   37.30000000          0      1     19      3    1         1.826075E-02  
   37.30000000          0      1     19      1    2          1.03532      
   37.30000000          0      1     19      2    2          186.155      
   37.30000000          0      1     19      3    2         0.286241      
   37.30000000          0      1     19      1    3         8.427689E-02  
   37.30000000          0      1     19      2    3          4.67142      
   37.30000000          0      1     19      3    3          247.252      
   37.40000000          0      1     19      1    1          154.626      
   37.40000000          0      1     19      2    1          3.65568      
   37.40000000          0      1     19      3    1         3.845202E-02  
   37.40000000          0      1     19      1    2          1.03267      
   37.40000000          0      1     19      2    2          185.802      
   37.40000000          0      1     19      3    2         0.497892      
   37.40000000          0      1     19      1    3         0.160110      
   37.40000000          0      1     19      2    3          7.33905      
   37.40000000          0      1     19      3    3          249.169      
   37.50000000          0      1     19      1    1          154.501      
   37.50000000          0      1     19      2    1          3.61180      
   37.50000000          0      1     19      3    1         5.598540E-02  
   37.50000000          0      1     19      1    2          1.01915      
   37.50000000          0      1     19      2    2          185.836      
   37.50000000          0      1     19      3    2         0.981848      
   37.50000000          0      1     19      1    3         0.212452      
   37.50000000          0      1     19      2    3          13.2043      
   37.50000000          0      1     19      3    3          257.861      
   37.60000000          0      1     19      1    1          154.222      
   37.60000000          0      1     19      2    1          3.61091      
   37.60000000          0      1     19      3    1         0.109543      
   37.60000000          0      1     19      1    2          1.01779      
   37.60000000          0      1     19      2    2          185.678      
   37.60000000          0      1     19      3    2          2.12687      
   37.60000000          0      1     19      1    3         0.382010      
   37.60000000          0      1     19      2    3          26.3140      
   37.60000000          0      1     19      3    3          303.739      
   37.70000000          0      1     19      1    1          154.078      
   37.70000000          0      1     19      2    1          3.53462      
   37.70000000          0      1     19      3    1         0.112244      
   37.70000000          0      1     19      1    2         0.995206      
   37.70000000          0      1     19      2    2          184.368      
   37.70000000          0      1     19      3    2          2.44920      
   37.70000000          0      1     19      1    3         0.362232      
   37.70000000          0      1     19      2    3          28.0723      
   37.70000000          0      1     19      3    3          327.580      
   37.80000000          0      1     19      1    1          153.869      
   37.80000000          0      1     19      2    1          3.53427      
   37.80000000          0      1     19      3    1         0.114268      
   37.80000000          0      1     19      1    2         0.994037      
   37.80000000          0      1     19      2    2          183.494      
   37.80000000          0      1     19      3    2          2.27808      
   37.80000000          0      1     19      1    3         0.343295      
   37.80000000          0      1     19      2    3          24.3337      
   37.80000000          0      1     19      3    3          357.762      
   37.90000000          0      1     19      1    1          153.689      
   37.90000000          0      1     19      2    1          3.49899      
   37.90000000          0      1     19      3    1         0.120122      
   37.90000000          0      1     19      1    2         0.983060      
   37.90000000          0      1     19      2    2          182.400      
   37.90000000          0      1     19      3    2          2.45029      
   37.90000000          0      1     19      1    3         0.337680      
   37.90000000          0      1     19      2    3          24.5169      
   37.90000000          0      1     19      3    3          421.854      
   38.00000000          0      1     19      1    1          153.544      
   38.00000000          0      1     19      2    1          3.50528      
   38.00000000          0      1     19      3    1         8.790213E-02  
   38.00000000          0      1     19      1    2         0.983778      
   38.00000000          0      1     19      2    2          182.720      
   38.00000000          0      1     19      3    2          1.83761      
   38.00000000          0      1     19      1    3         0.232254      
   38.00000000          0      1     19      2    3          17.2999      
   38.00000000          0      1     19      3    3          385.769      
   38.10000000          0      1     19      1    1          153.340      
   38.10000000          0      1     19      2    1          3.53445      
   38.10000000          0      1     19      3    1         5.924014E-02  
   38.10000000          0      1     19      1    2         0.990915      
   38.10000000          0      1     19      2    2          183.227      
   38.10000000          0      1     19      3    2          1.21620      
   38.10000000          0      1     19      1    3         0.147693      
   38.10000000          0      1     19      2    3          10.8152      
   38.10000000          0      1     19      3    3          334.634      
   38.20000000          0      1     19      1    1          153.125      
   38.20000000          0      1     19      2    1          3.55839      
   38.20000000          0      1     19      3    1         4.662866E-02  
   38.20000000          0      1     19      1    2         0.996580      
   38.20000000          0      1     19      2    2          183.208      
   38.20000000          0      1     19      3    2         0.934559      
   38.20000000          0      1     19      1    3         0.110074      
   38.20000000          0      1     19      2    3          7.87734      
   38.20000000          0      1     19      3    3          309.330      
   38.30000000          0      1     19      1    1          152.912      
   38.30000000          0      1     19      2    1          3.57617      
   38.30000000          0      1     19      3    1         4.072953E-02  
   38.30000000          0      1     19      1    2          1.00051      
   38.30000000          0      1     19      2    2          182.994      
   38.30000000          0      1     19      3    2         0.800280      
   38.30000000          0      1     19      1    3         9.132076E-02  
   38.30000000          0      1     19      2    3          6.41353      
   38.30000000          0      1     19      3    3          296.356      
   38.40000000          0      1     19      1    1          152.702      
   38.40000000          0      1     19      2    1          3.59028      
   38.40000000          0      1     19      3    1         3.767075E-02  
   38.40000000          0      1     19      1    2          1.00342      
   38.40000000          0      1     19      2    2          182.712      
   38.40000000          0      1     19      3    2         0.728602      
   38.40000000          0      1     19      1    3         8.044472E-02  
   38.40000000          0      1     19      2    3          5.56710      
   38.40000000          0      1     19      3    3          288.733      
   38.50000000          0      1     19      1    1          152.494      
   38.50000000          0      1     19      2    1          3.60221      
   38.50000000          0      1     19      3    1         3.603034E-02  
   38.50000000          0      1     19      1    2          1.00571      
   38.50000000          0      1     19      2    2          182.403      
   38.50000000          0      1     19      3    2         0.687905      
   38.50000000          0      1     19      1    3         7.346510E-02  
   38.50000000          0      1     19      2    3          5.02383      
   38.50000000          0      1     19      3    3          283.727      
   38.60000000          0      1     19      1    1          152.288      
   38.60000000          0      1     19      2    1          3.61277      
   38.60000000          0      1     19      3    1         3.521979E-02  
   38.60000000          0      1     19      1    2          1.00763      
   38.60000000          0      1     19      2    2          182.084      
   38.60000000          0      1     19      3    2         0.664946      
   38.60000000          0      1     19      1    3         6.872327E-02  
   38.60000000          0      1     19      2    3          4.65203      
   38.60000000          0      1     19      3    3          280.157      
   38.70000000          0      1     19      1    1          152.083      
   38.70000000          0      1     19      2    1          3.62246      
   38.70000000          0      1     19      3    1         3.498007E-02  
   38.70000000          0      1     19      1    2          1.00930      
   38.70000000          0      1     19      2    2          181.761      
   38.70000000          0      1     19      3    2         0.653698      
   38.70000000          0      1     19      1    3         6.545443E-02  
   38.70000000          0      1     19      2    3          4.39013      
   38.70000000          0      1     19      3    3          277.473      
   38.80000000          0      1     19      1    1          151.879      
   38.80000000          0      1     19      2    1          3.63153      
   38.80000000          0      1     19      3    1         3.521034E-02  
   38.80000000          0      1     19      1    2          1.01081      
   38.80000000          0      1     19      2    2          181.437      
   38.80000000          0      1     19      3    2         0.651494      
   38.80000000          0      1     19      1    3         6.330096E-02  
   38.80000000          0      1     19      2    3          4.20797      
   38.80000000          0      1     19      3    3          275.419      
   38.90000000          0      1     19      1    1          151.677      
   38.90000000          0      1     19      2    1          3.64016      
   38.90000000          0      1     19      3    1         3.590783E-02  
   38.90000000          0      1     19      1    2          1.01219      
   38.90000000          0      1     19      2    2          181.113      
   38.90000000          0      1     19      3    2         0.657591      
   38.90000000          0      1     19      1    3         6.213036E-02  
   38.90000000          0      1     19      2    3          4.09194      
   38.90000000          0      1     19      3    3          273.910      
   39.00000000          0      1     19      1    1          151.475      
   39.00000000          0      1     19      2    1          3.64837      
   39.00000000          0      1     19      3    1         3.715252E-02  
   39.00000000          0      1     19      1    2          1.01346      
   39.00000000          0      1     19      2    2          180.790      
   39.00000000          0      1     19      3    2         0.672689      
   39.00000000          0      1     19      1    3         6.196854E-02  
   39.00000000          0      1     19      2    3          4.03915      
   39.00000000          0      1     19      3    3          272.990      
   39.10000000          0      1     19      1    1          151.275      
   39.10000000          0      1     19      2    1          3.65608      
   39.10000000          0      1     19      3    1         3.911604E-02  
   39.10000000          0      1     19      1    2          1.01459      
   39.10000000          0      1     19      2    2          180.467      
   39.10000000          0      1     19      3    2         0.698917      
   39.10000000          0      1     19      1    3         6.298646E-02  
   39.10000000          0      1     19      2    3          4.05549      
   39.10000000          0      1     19      3    3          272.828      
   39.20000000          0      1     19      1    1          151.076      
   39.20000000          0      1     19      2    1          3.66301      
   39.20000000          0      1     19      3    1         4.208304E-02  
   39.20000000          0      1     19      1    2          1.01551      
   39.20000000          0      1     19      2    2          180.140      
   39.20000000          0      1     19      3    2         0.740086      
   39.20000000          0      1     19      1    3         6.550930E-02  
   39.20000000          0      1     19      2    3          4.15558      
   39.20000000          0      1     19      3    3          273.757      
   39.30000000          0      1     19      1    1          150.878      
   39.30000000          0      1     19      2    1          3.66858      
   39.30000000          0      1     19      3    1         4.645929E-02  
   39.30000000          0      1     19      1    2          1.01606      
   39.30000000          0      1     19      2    2          179.806      
   39.30000000          0      1     19      3    2         0.801934      
   39.30000000          0      1     19      1    3         7.000422E-02  
   39.30000000          0      1     19      2    3          4.36286      
   39.30000000          0      1     19      3    3          276.325      
   39.40000000          0      1     19      1    1          150.681      
   39.40000000          0      1     19      2    1          3.67181      
   39.40000000          0      1     19      3    1         5.268611E-02  
   39.40000000          0      1     19      1    2          1.01596      
   39.40000000          0      1     19      2    2          179.453      
   39.40000000          0      1     19      3    2         0.891617      
   39.40000000          0      1     19      1    3         7.693399E-02  
   39.40000000          0      1     19      2    3          4.70549      
   39.40000000          0      1     19      3    3          281.362      
   39.50000000          0      1     19      1    1          150.486      
   39.50000000          0      1     19      2    1          3.67153      
   39.50000000          0      1     19      3    1         6.089191E-02  
   39.50000000          0      1     19      1    2          1.01490      
   39.50000000          0      1     19      2    2          179.069      
   39.50000000          0      1     19      3    2          1.01463      
   39.50000000          0      1     19      1    3         8.626463E-02  
   39.50000000          0      1     19      2    3          5.20003      
   39.50000000          0      1     19      3    3          289.944      
   39.60000000          0      1     19      1    1          150.292      
   39.60000000          0      1     19      2    1          3.66742      
   39.60000000          0      1     19      3    1         7.026264E-02  
   39.60000000          0      1     19      1    2          1.01278      
   39.60000000          0      1     19      2    2          178.637      
   39.60000000          0      1     19      3    2          1.16764      
   39.60000000          0      1     19      1    3         9.667156E-02  
   39.60000000          0      1     19      2    3          5.81739      
   39.60000000          0      1     19      3    3          303.078      
   39.70000000          0      1     19      1    1          150.100      
   39.70000000          0      1     19      2    1          3.66110      
   39.70000000          0      1     19      3    1         7.895230E-02  
   39.70000000          0      1     19      1    2          1.01007      
   39.70000000          0      1     19      2    2          178.154      
   39.70000000          0      1     19      3    2          1.33197      
   39.70000000          0      1     19      1    3         0.105600      
   39.70000000          0      1     19      2    3          6.45735      
   39.70000000          0      1     19      3    3          320.899      
   39.80000000          0      1     19      1    1          149.908      
   39.80000000          0      1     19      2    1          3.65529      
   39.80000000          0      1     19      3    1         8.534735E-02  
   39.80000000          0      1     19      1    2          1.00750      
   39.80000000          0      1     19      2    2          177.640      
   39.80000000          0      1     19      3    2          1.47826      
   39.80000000          0      1     19      1    3         0.111073      
   39.80000000          0      1     19      2    3          6.97978      
   39.80000000          0      1     19      3    3          341.705      
   39.90000000          0      1     19      1    1          149.717      
   39.90000000          0      1     19      2    1          3.65152      
   39.90000000          0      1     19      3    1         8.897893E-02  
   39.90000000          0      1     19      1    2          1.00551      
   39.90000000          0      1     19      2    2          177.136      
   39.90000000          0      1     19      3    2          1.58098      
   39.90000000          0      1     19      1    3         0.112771      
   39.90000000          0      1     19      2    3          7.27650      
   39.90000000          0      1     19      3    3          362.098      
   40.00000000          0      1     19      1    1          149.528      
   40.00000000          0      1     19      2    1          3.65011      
   40.00000000          0      1     19      3    1         9.006692E-02  
   40.00000000          0      1     19      1    2          1.00418      
   40.00000000          0      1     19      2    2          176.681      
   40.00000000          0      1     19      3    2          1.63010      
   40.00000000          0      1     19      1    3         0.111256      
   40.00000000          0      1     19      2    3          7.31926      
   40.00000000          0      1     19      3    3          378.856      
   40.10000000          0      1     19      1    1          149.341      
   40.10000000          0      1     19      2    1          3.65095      
   40.10000000          0      1     19      3    1         8.909508E-02  
   40.10000000          0      1     19      1    2          1.00347      
   40.10000000          0      1     19      2    2          176.296      
   40.10000000          0      1     19      3    2          1.63048      
   40.10000000          0      1     19      1    3         0.107347      
   40.10000000          0      1     19      2    3          7.14747      
   40.10000000          0      1     19      3    3          390.077      
   40.20000000          0      1     19      1    1          149.154      
   40.20000000          0      1     19      2    1          3.65382      
   40.20000000          0      1     19      3    1         8.659624E-02  
   40.20000000          0      1     19      1    2          1.00332      
   40.20000000          0      1     19      2    2          175.980      
   40.20000000          0      1     19      3    2          1.59322      
   40.20000000          0      1     19      1    3         0.101842      
   40.20000000          0      1     19      2    3          6.82356      
   40.20000000          0      1     19      3    3          394.770      
   40.30000000          0      1     19      1    1          148.968      
   40.30000000          0      1     19      2    1          3.65844      
   40.30000000          0      1     19      3    1         8.308543E-02  
   40.30000000          0      1     19      1    2          1.00366      
   40.30000000          0      1     19      2    2          175.713      
   40.30000000          0      1     19      3    2          1.53078      
   40.30000000          0      1     19      1    3         9.544333E-02  
   40.30000000          0      1     19      2    3          6.40977      
   40.30000000          0      1     19      3    3          393.004      
   40.40000000          0      1     19      1    1          148.782      
   40.40000000          0      1     19      2    1          3.66447      
   40.40000000          0      1     19      3    1         7.910783E-02  
   40.40000000          0      1     19      1    2          1.00439      
   40.40000000          0      1     19      2    2          175.475      
   40.40000000          0      1     19      3    2          1.45578      
   40.40000000          0      1     19      1    3         8.882098E-02  
   40.40000000          0      1     19      2    3          5.96346      
   40.40000000          0      1     19      3    3          386.186      
   40.50000000          0      1     19      1    1          148.596      
   40.50000000          0      1     19      2    1          3.67148      
   40.50000000          0      1     19      3    1         7.516203E-02  
   40.50000000          0      1     19      1    2          1.00540      
   40.50000000          0      1     19      2    2          175.245      
   40.50000000          0      1     19      3    2          1.37909      
   40.50000000          0      1     19      1    3         8.253518E-02  
   40.50000000          0      1     19      2    3          5.53016      
   40.50000000          0      1     19      3    3          376.409      
   40.60000000          0      1     19      1    1          148.409      
   40.60000000          0      1     19      2    1          3.67906      
   40.60000000          0      1     19      3    1         7.158282E-02  
   40.60000000          0      1     19      1    2          1.00656      
   40.60000000          0      1     19      2    2          175.014      
   40.60000000          0      1     19      3    2          1.30802      
   40.60000000          0      1     19      1    3         7.692188E-02  
   40.60000000          0      1     19      2    3          5.13754      
   40.60000000          0      1     19      3    3          365.543      
   40.70000000          0      1     19      1    1          148.223      
   40.70000000          0      1     19      2    1          3.68687      
   40.70000000          0      1     19      3    1         6.852320E-02  
   40.70000000          0      1     19      1    2          1.00778      
   40.70000000          0      1     19      2    2          174.776      
   40.70000000          0      1     19      3    2          1.24611      
   40.70000000          0      1     19      1    3         7.209798E-02  
   40.70000000          0      1     19      2    3          4.79660      
   40.70000000          0      1     19      3    3          354.809      
   40.80000000          0      1     19      1    1          148.037      
   40.80000000          0      1     19      2    1          3.69471      
   40.80000000          0      1     19      3    1         6.601138E-02  
   40.80000000          0      1     19      1    2          1.00902      
   40.80000000          0      1     19      2    2          174.530      
   40.80000000          0      1     19      3    2          1.19427      
   40.80000000          0      1     19      1    3         6.804265E-02  
   40.80000000          0      1     19      2    3          4.50761      
   40.80000000          0      1     19      3    3          344.835      
   40.90000000          0      1     19      1    1          147.851      
   40.90000000          0      1     19      2    1          3.70246      
   40.90000000          0      1     19      3    1         6.401394E-02  
   40.90000000          0      1     19      1    2          1.01023      
   40.90000000          0      1     19      2    2          174.276      
   40.90000000          0      1     19      3    2          1.15204      
   40.90000000          0      1     19      1    3         6.467492E-02  
   40.90000000          0      1     19      2    3          4.26577      
   40.90000000          0      1     19      3    3          335.864      
   41.00000000          0      1     19      1    1          147.665      
   41.00000000          0      1     19      2    1          3.71004      
   41.00000000          0      1     19      3    1         6.247711E-02  
   41.00000000          0      1     19      1    2          1.01140      
   41.00000000          0      1     19      2    2          174.016      
   41.00000000          0      1     19      3    2          1.11845      
   41.00000000          0      1     19      1    3         6.190038E-02  
   41.00000000          0      1     19      2    3          4.06484      
   41.00000000          0      1     19      3    3          327.939      
   41.10000000          0      1     19      1    1          147.480      
   41.10000000          0      1     19      2    1          3.71743      
   41.10000000          0      1     19      3    1         6.134821E-02  
   41.10000000          0      1     19      1    2          1.01252      
   41.10000000          0      1     19      2    2          173.750      
   41.10000000          0      1     19      3    2          1.09247      
   41.10000000          0      1     19      1    3         5.963322E-02  
   41.10000000          0      1     19      2    3          3.89883      
   41.10000000          0      1     19      3    3          321.017      
   41.20000000          0      1     19      1    1          147.296      
   41.20000000          0      1     19      2    1          3.72461      
   41.20000000          0      1     19      3    1         6.058395E-02  
   41.20000000          0      1     19      1    2          1.01359      
   41.20000000          0      1     19      2    2          173.480      
   41.20000000          0      1     19      3    2          1.07321      
   41.20000000          0      1     19      1    3         5.780322E-02  
   41.20000000          0      1     19      2    3          3.76271      
   41.20000000          0      1     19      3    3          315.030      
   41.30000000          0      1     19      1    1          147.112      
   41.30000000          0      1     19      2    1          3.73158      
   41.30000000          0      1     19      3    1         6.015288E-02  
   41.30000000          0      1     19      1    2          1.01460      
   41.30000000          0      1     19      2    2          173.205      
   41.30000000          0      1     19      3    2          1.05999      
   41.30000000          0      1     19      1    3         5.635665E-02  
   41.30000000          0      1     19      2    3          3.65251      
   41.30000000          0      1     19      3    3          309.919      
   41.40000000          0      1     19      1    1          146.929      
   41.40000000          0      1     19      2    1          3.73830      
   41.40000000          0      1     19      3    1         6.003479E-02  
   41.40000000          0      1     19      1    2          1.01554      
   41.40000000          0      1     19      2    2          172.926      
   41.40000000          0      1     19      3    2          1.05233      
   41.40000000          0      1     19      1    3         5.525411E-02  
   41.40000000          0      1     19      2    3          3.56524      
   41.40000000          0      1     19      3    3          305.639      
   41.50000000          0      1     20      1    1          146.747      
   41.50000000          0      1     20      2    1          3.74479      
   41.50000000          0      1     20      3    1         6.021865E-02  
   41.50000000          0      1     20      1    2          1.01643      
   41.50000000          0      1     20      2    2          172.643      
   41.50000000          0      1     20      3    2          1.04990      
   41.50000000          0      1     20      1    3         5.446742E-02  
   41.50000000          0      1     20      2    3          3.49870      
   41.50000000          0      1     20      3    3          302.173      
   41.60000000          0      1     20      1    1          146.565      
   41.60000000          0      1     20      2    1          3.75097      
   41.60000000          0      1     20      3    1         6.069999E-02  
   41.60000000          0      1     20      1    2          1.01723      
   41.60000000          0      1     20      2    2          172.355      
   41.60000000          0      1     20      3    2          1.05255      
   41.60000000          0      1     20      1    3         5.397630E-02  
   41.60000000          0      1     20      2    3          3.45130      
