   ENERGY (CM-1)    JTOTL  JSTEP  JTOTU      F    I         SIG(F,I)
   18.65000000          0      1     15      2    1          2.87085      
   18.65000000          0      1     15      1    2          1.38539      
   18.65000000          0      1     15      2    2          311.533      
   18.70000000          0      1     15      1    1          219.855      
   18.70000000          0      1     15      2    1          2.85910      
   18.70000000          0      1     15      1    2          1.37453      
   18.70000000          0      1     15      2    2          309.840      
   18.75000000          0      1     15      1    1          219.672      
   18.75000000          0      1     15      2    1          2.85089      
   18.75000000          0      1     15      1    2          1.36547      
   18.75000000          0      1     15      2    2          308.180      
   18.80000000          0      1     15      1    1          219.482      
   18.80000000          0      1     15      2    1          2.84613      
   18.80000000          0      1     15      1    2          1.35816      
   18.80000000          0      1     15      2    2          306.557      
   18.85000000          0      1     15      1    1          219.285      
   18.85000000          0      1     15      2    1          2.84473      
   18.85000000          0      1     15      1    2          1.35252      
   18.85000000          0      1     15      2    2          304.978      
   18.90000000          0      1     15      1    1          219.080      
   18.90000000          0      1     15      2    1          2.84659      
   18.90000000          0      1     15      1    2          1.34849      
   18.90000000          0      1     15      2    2          303.447      
   18.95000000          0      1     15      1    1          218.868      
   18.95000000          0      1     15      2    1          2.85161      
   18.95000000          0      1     15      1    2          1.34600      
   18.95000000          0      1     15      2    2          301.968      
   19.00000000          0      1     15      1    1          218.648      
   19.00000000          0      1     15      2    1          2.85967      
   19.00000000          0      1     15      1    2          1.34499      
   19.00000000          0      1     15      2    2          300.544      
   19.05000000          0      1     15      1    1          218.420      
   19.05000000          0      1     15      2    1          2.87064      
   19.05000000          0      1     15      1    2          1.34538      
   19.05000000          0      1     15      2    2          299.180      
   19.10000000          0      1     15      1    1          218.185      
   19.10000000          0      1     15      2    1          2.88440      
   19.10000000          0      1     15      1    2          1.34709      
   19.10000000          0      1     15      2    2          297.876      
   19.15000000          0      1     15      1    1          217.942      
   19.15000000          0      1     15      2    1          2.90081      
   19.15000000          0      1     15      1    2          1.35005      
   19.15000000          0      1     15      2    2          296.637      
   19.20000000          0      1     15      1    1          217.691      
   19.20000000          0      1     15      2    1          2.91973      
   19.20000000          0      1     15      1    2          1.35417      
   19.20000000          0      1     15      2    2          295.463      
   19.25000000          0      1     15      1    1          217.433      
   19.25000000          0      1     15      2    1          2.94100      
   19.25000000          0      1     15      1    2          1.35938      
   19.25000000          0      1     15      2    2          294.356      
   19.30000000          0      1     15      1    1          217.168      
   19.30000000          0      1     15      2    1          2.96447      
   19.30000000          0      1     15      1    2          1.36559      
   19.30000000          0      1     15      2    2          293.318      
   19.35000000          0      1     15      1    1          216.895      
   19.35000000          0      1     15      2    1          2.98995      
   19.35000000          0      1     15      1    2          1.37271      
   19.35000000          0      1     15      2    2          292.348      
   19.40000000          0      1     15      1    1          216.616      
   19.40000000          0      1     15      2    1          3.01729      
   19.40000000          0      1     15      1    2          1.38065      
   19.40000000          0      1     15      2    2          291.449      
   19.45000000          0      1     15      1    1          216.329      
   19.45000000          0      1     15      2    1          3.04627      
   19.45000000          0      1     15      1    2          1.38931      
   19.45000000          0      1     15      2    2          290.619      
   19.50000000          0      1     15      1    1          216.036      
   19.50000000          0      1     15      2    1          3.07672      
   19.50000000          0      1     15      1    2          1.39861      
   19.50000000          0      1     15      2    2          289.859      
   19.55000000          0      1     15      1    1          215.736      
   19.55000000          0      1     15      2    1          3.10842      
   19.55000000          0      1     15      1    2          1.40843      
   19.55000000          0      1     15      2    2          289.169      
   19.60000000          0      1     15      1    1          215.431      
   19.60000000          0      1     15      2    1          3.14117      
   19.60000000          0      1     15      1    2          1.41869      
   19.60000000          0      1     15      2    2          288.547      
   19.65000000          0      1     15      1    1          215.119      
   19.65000000          0      1     15      2    1          3.17473      
   19.65000000          0      1     15      1    2          1.42927      
   19.65000000          0      1     15      2    2          287.993      
   19.70000000          0      1     15      1    1          214.803      
   19.70000000          0      1     15      2    1          3.20889      
   19.70000000          0      1     15      1    2          1.44008      
   19.70000000          0      1     15      2    2          287.504      
   19.75000000          0      1     15      1    1          214.481      
   19.75000000          0      1     15      2    1          3.24342      
   19.75000000          0      1     15      1    2          1.45100      
   19.75000000          0      1     15      2    2          287.080      
   19.80000000          0      1     15      1    1          214.155      
   19.80000000          0      1     15      2    1          3.27807      
   19.80000000          0      1     15      1    2          1.46194      
   19.80000000          0      1     15      2    2          286.719      
   19.85000000          0      1     15      1    1          213.825      
   19.85000000          0      1     15      2    1          3.31261      
   19.85000000          0      1     15      1    2          1.47278      
   19.85000000          0      1     15      2    2          286.416      
   19.90000000          0      1     15      1    1          213.492      
   19.90000000          0      1     15      2    1          3.34681      
   19.90000000          0      1     15      1    2          1.48343      
   19.90000000          0      1     15      2    2          286.171      
   19.95000000          0      1     15      1    1          213.156      
   19.95000000          0      1     15      2    1          3.38044      
   19.95000000          0      1     15      1    2          1.49378      
   19.95000000          0      1     15      2    2          285.980      
   20.00000000          0      1     15      1    1          212.818      
   20.00000000          0      1     15      2    1          3.41325      
   20.00000000          0      1     15      1    2          1.50373      
   20.00000000          0      1     15      2    2          285.838      
   20.05000000          0      1     15      1    1          212.479      
   20.05000000          0      1     15      2    1          3.44503      
   20.05000000          0      1     15      1    2          1.51319      
   20.05000000          0      1     15      2    2          285.744      
   20.10000000          0      1     15      1    1          212.138      
   20.10000000          0      1     15      2    1          3.47556      
   20.10000000          0      1     15      1    2          1.52207      
   20.10000000          0      1     15      2    2          285.692      
   20.15000000          0      1     15      1    1          211.797      
   20.15000000          0      1     15      2    1          3.50464      
   20.15000000          0      1     15      1    2          1.53029      
   20.15000000          0      1     15      2    2          285.679      
   20.20000000          0      1     15      1    1          211.456      
   20.20000000          0      1     15      2    1          3.53207      
   20.20000000          0      1     15      1    2          1.53777      
   20.20000000          0      1     15      2    2          285.699      
   20.25000000          0      1     15      1    1          211.116      
   20.25000000          0      1     15      2    1          3.55770      
   20.25000000          0      1     15      1    2          1.54444      
   20.25000000          0      1     15      2    2          285.749      
   20.30000000          0      1     15      1    1          210.777      
   20.30000000          0      1     15      2    1          3.58136      
   20.30000000          0      1     15      1    2          1.55024      
   20.30000000          0      1     15      2    2          285.824      
   20.35000000          0      1     15      1    1          210.441      
   20.35000000          0      1     15      2    1          3.60291      
   20.35000000          0      1     15      1    2          1.55512      
   20.35000000          0      1     15      2    2          285.919      
   20.40000000          0      1     15      1    1          210.107      
   20.40000000          0      1     15      2    1          3.62224      
   20.40000000          0      1     15      1    2          1.55904      
   20.40000000          0      1     15      2    2          286.030      
   20.45000000          0      1     15      1    1          209.776      
   20.45000000          0      1     15      2    1          3.63926      
   20.45000000          0      1     15      1    2          1.56196      
   20.45000000          0      1     15      2    2          286.150      
   20.50000000          0      1     15      1    1          209.449      
   20.50000000          0      1     15      2    1          3.65390      
   20.50000000          0      1     15      1    2          1.56388      
   20.50000000          0      1     15      2    2          286.276      
   20.55000000          0      1     15      1    1          209.126      
   20.55000000          0      1     15      2    1          3.66611      
   20.55000000          0      1     15      1    2          1.56476      
   20.55000000          0      1     15      2    2          286.403      
   20.60000000          0      1     15      1    1          208.807      
   20.60000000          0      1     15      2    1          3.67588      
   20.60000000          0      1     15      1    2          1.56462      
   20.60000000          0      1     15      2    2          286.527      
   20.65000000          0      1     15      1    1          208.493      
   20.65000000          0      1     15      2    1          3.68320      
   20.65000000          0      1     15      1    2          1.56347      
   20.65000000          0      1     15      2    2          286.642      
   20.70000000          0      1     15      1    1          208.184      
   20.70000000          0      1     15      2    1          3.68809      
   20.70000000          0      1     15      1    2          1.56131      
   20.70000000          0      1     15      2    2          286.746      
   20.75000000          0      1     15      1    1          207.880      
   20.75000000          0      1     15      2    1          3.69060      
   20.75000000          0      1     15      1    2          1.55818      
   20.75000000          0      1     15      2    2          286.833      
   20.80000000          0      1     15      1    1          207.582      
   20.80000000          0      1     15      2    1          3.69080      
   20.80000000          0      1     15      1    2          1.55412      
   20.80000000          0      1     15      2    2          286.901      
   20.85000000          0      1     15      1    1          207.289      
   20.85000000          0      1     15      2    1          3.68877      
   20.85000000          0      1     15      1    2          1.54915      
   20.85000000          0      1     15      2    2          286.946      
   20.90000000          0      1     15      1    1          207.002      
   20.90000000          0      1     15      2    1          3.68460      
   20.90000000          0      1     15      1    2          1.54334      
   20.90000000          0      1     15      2    2          286.966      
   20.95000000          0      1     15      1    1          206.721      
   20.95000000          0      1     15      2    1          3.67840      
   20.95000000          0      1     15      1    2          1.53673      
   20.95000000          0      1     15      2    2          286.956      
   21.00000000          0      1     15      1    1          206.446      
   21.00000000          0      1     15      2    1          3.67032      
   21.00000000          0      1     15      1    2          1.52939      
   21.00000000          0      1     15      2    2          286.916      
   21.05000000          0      1     15      1    1          206.176      
   21.05000000          0      1     15      2    1          3.66047      
   21.05000000          0      1     15      1    2          1.52137      
   21.05000000          0      1     15      2    2          286.844      
   21.10000000          0      1     15      1    1          205.912      
   21.10000000          0      1     15      2    1          3.64900      
   21.10000000          0      1     15      1    2          1.51274      
   21.10000000          0      1     15      2    2          286.737      
   21.15000000          0      1     15      1    1          205.654      
   21.15000000          0      1     15      2    1          3.63606      
   21.15000000          0      1     15      1    2          1.50356      
   21.15000000          0      1     15      2    2          286.594      
   21.20000000          0      1     15      1    1          205.401      
   21.20000000          0      1     15      2    1          3.62182      
   21.20000000          0      1     15      1    2          1.49391      
   21.20000000          0      1     15      2    2          286.415      
   21.25000000          0      1     15      1    1          205.154      
   21.25000000          0      1     15      2    1          3.60641      
   21.25000000          0      1     15      1    2          1.48385      
   21.25000000          0      1     15      2    2          286.200      
   21.30000000          0      1     15      1    1          204.911      
   21.30000000          0      1     15      2    1          3.59000      
   21.30000000          0      1     15      1    2          1.47344      
   21.30000000          0      1     15      2    2          285.947      
   21.35000000          0      1     15      1    1          204.674      
   21.35000000          0      1     15      2    1          3.57275      
   21.35000000          0      1     15      1    2          1.46275      
   21.35000000          0      1     15      2    2          285.658      
   21.40000000          0      1     15      1    1          204.441      
   21.40000000          0      1     15      2    1          3.55480      
   21.40000000          0      1     15      1    2          1.45185      
   21.40000000          0      1     15      2    2          285.332      
   21.45000000          0      1     15      1    1          204.212      
   21.45000000          0      1     15      2    1          3.53631      
   21.45000000          0      1     15      1    2          1.44080      
   21.45000000          0      1     15      2    2          284.970      
   21.50000000          0      1     15      1    1          203.988      
   21.50000000          0      1     15      2    1          3.51742      
   21.50000000          0      1     15      1    2          1.42966      
   21.50000000          0      1     15      2    2          284.573      
   21.55000000          0      1     15      1    1          203.768      
   21.55000000          0      1     15      2    1          3.49826      
   21.55000000          0      1     15      1    2          1.41847      
   21.55000000          0      1     15      2    2          284.142      
   21.60000000          0      1     15      1    1          203.551      
   21.60000000          0      1     15      2    1          3.47898      
   21.60000000          0      1     15      1    2          1.40731      
   21.60000000          0      1     15      2    2          283.679      
   21.65000000          0      1     15      1    1          203.338      
   21.65000000          0      1     15      2    1          3.45970      
   21.65000000          0      1     15      1    2          1.39621      
   21.65000000          0      1     15      2    2          283.184      
   21.70000000          0      1     15      1    1          203.128      
   21.70000000          0      1     15      2    1          3.44052      
   21.70000000          0      1     15      1    2          1.38522      
   21.70000000          0      1     15      2    2          282.661      
   21.75000000          0      1     15      1    1          202.921      
   21.75000000          0      1     15      2    1          3.42158      
   21.75000000          0      1     15      1    2          1.37439      
   21.75000000          0      1     15      2    2          282.110      
   21.80000000          0      1     16      1    1          202.717      
   21.80000000          0      1     16      2    1          3.40296      
   21.80000000          0      1     16      1    2          1.36376      
   21.80000000          0      1     16      2    2          281.533      
   21.85000000          0      1     16      1    1          202.515      
   21.85000000          0      1     16      2    1          3.38476      
   21.85000000          0      1     16      1    2          1.35336      
   21.85000000          0      1     16      2    2          280.932      
   21.90000000          0      1     16      1    1          202.315      
   21.90000000          0      1     16      2    1          3.36707      
   21.90000000          0      1     16      1    2          1.34322      
   21.90000000          0      1     16      2    2          280.310      
   21.95000000          0      1     16      1    1          202.117      
   21.95000000          0      1     16      2    1          3.34997      
   21.95000000          0      1     16      1    2          1.33338      
   21.95000000          0      1     16      2    2          279.668      
   22.00000000          0      1     16      1    1          201.921      
   22.00000000          0      1     16      2    1          3.33353      
   22.00000000          0      1     16      1    2          1.32386      
   22.00000000          0      1     16      2    2          279.008      
   22.05000000          0      1     16      1    1          201.727      
   22.05000000          0      1     16      2    1          3.31781      
   22.05000000          0      1     16      1    2          1.31468      
   22.05000000          0      1     16      2    2          278.333      
   22.10000000          0      1     16      1    1          201.534      
   22.10000000          0      1     16      2    1          3.30287      
   22.10000000          0      1     16      1    2          1.30586      
   22.10000000          0      1     16      2    2          277.645      
   22.15000000          0      1     16      1    1          201.342      
   22.15000000          0      1     16      2    1          3.28876      
   22.15000000          0      1     16      1    2          1.29742      
   22.15000000          0      1     16      2    2          276.946      
   22.20000000          0      1     16      1    1          201.151      
   22.20000000          0      1     16      2    1          3.27551      
   22.20000000          0      1     16      1    2          1.28937      
   22.20000000          0      1     16      2    2          276.237      
   22.25000000          0      1     16      1    1          200.961      
   22.25000000          0      1     16      2    1          3.26317      
   22.25000000          0      1     16      1    2          1.28172      
   22.25000000          0      1     16      2    2          275.521      
   22.30000000          0      1     16      1    1          200.772      
   22.30000000          0      1     16      2    1          3.25177      
   22.30000000          0      1     16      1    2          1.27449      
   22.30000000          0      1     16      2    2          274.799      
   22.35000000          0      1     16      1    1          200.583      
   22.35000000          0      1     16      2    1          3.24132      
   22.35000000          0      1     16      1    2          1.26767      
   22.35000000          0      1     16      2    2          274.074      
   22.40000000          0      1     16      1    1          200.395      
   22.40000000          0      1     16      2    1          3.23184      
   22.40000000          0      1     16      1    2          1.26127      
   22.40000000          0      1     16      2    2          273.348      
   22.45000000          0      1     16      1    1          200.206      
   22.45000000          0      1     16      2    1          3.22335      
   22.45000000          0      1     16      1    2          1.25530      
   22.45000000          0      1     16      2    2          272.621      
   22.50000000          0      1     16      1    1          200.018      
   22.50000000          0      1     16      2    1          3.21585      
   22.50000000          0      1     16      1    2          1.24975      
   22.50000000          0      1     16      2    2          271.896      
   22.55000000          0      1     16      1    1          199.830      
   22.55000000          0      1     16      2    1          3.20934      
   22.55000000          0      1     16      1    2          1.24462      
   22.55000000          0      1     16      2    2          271.175      
   22.60000000          0      1     16      1    1          199.642      
   22.60000000          0      1     16      2    1          3.20383      
   22.60000000          0      1     16      1    2          1.23990      
   22.60000000          0      1     16      2    2          270.459      
   22.65000000          0      1     16      1    1          199.453      
   22.65000000          0      1     16      2    1          3.19929      
   22.65000000          0      1     16      1    2          1.23560      
   22.65000000          0      1     16      2    2          269.748      
   22.70000000          0      1     16      1    1          199.264      
   22.70000000          0      1     16      2    1          3.19573      
   22.70000000          0      1     16      1    2          1.23169      
   22.70000000          0      1     16      2    2          269.046      
   22.75000000          0      1     16      1    1          199.074      
   22.75000000          0      1     16      2    1          3.19312      
   22.75000000          0      1     16      1    2          1.22818      
   22.75000000          0      1     16      2    2          268.352      
   22.80000000          0      1     16      1    1          198.884      
   22.80000000          0      1     16      2    1          3.19144      
   22.80000000          0      1     16      1    2          1.22506      
   22.80000000          0      1     16      2    2          267.668      
   22.85000000          0      1     16      1    1          198.694      
   22.85000000          0      1     16      2    1          3.19067      
   22.85000000          0      1     16      1    2          1.22230      
   22.85000000          0      1     16      2    2          266.995      
   22.90000000          0      1     16      1    1          198.502      
   22.90000000          0      1     16      2    1          3.19078      
   22.90000000          0      1     16      1    2          1.21991      
   22.90000000          0      1     16      2    2          266.333      
   22.95000000          0      1     16      1    1          198.310      
   22.95000000          0      1     16      2    1          3.19175      
   22.95000000          0      1     16      1    2          1.21786      
   22.95000000          0      1     16      2    2          265.685      
   23.00000000          0      1     16      1    1          198.117      
   23.00000000          0      1     16      2    1          3.19354      
   23.00000000          0      1     16      1    2          1.21614      
   23.00000000          0      1     16      2    2          265.050      
   23.05000000          0      1     16      1    1          197.923      
   23.05000000          0      1     16      2    1          3.19611      
   23.05000000          0      1     16      1    2          1.21474      
   23.05000000          0      1     16      2    2          264.429      
   23.10000000          0      1     16      1    1          197.729      
   23.10000000          0      1     16      2    1          3.19942      
   23.10000000          0      1     16      1    2          1.21363      
   23.10000000          0      1     16      2    2          263.823      
   23.15000000          0      1     16      1    1          197.533      
   23.15000000          0      1     16      2    1          3.20345      
   23.15000000          0      1     16      1    2          1.21281      
   23.15000000          0      1     16      2    2          263.232      
   23.20000000          0      1     16      1    1          197.336      
   23.20000000          0      1     16      2    1          3.20813      
   23.20000000          0      1     16      1    2          1.21225      
   23.20000000          0      1     16      2    2          262.656      
   23.25000000          0      1     16      1    1          197.139      
   23.25000000          0      1     16      2    1          3.21344      
   23.25000000          0      1     16      1    2          1.21194      
   23.25000000          0      1     16      2    2          262.097      
   23.30000000          0      1     16      1    1          196.940      
   23.30000000          0      1     16      2    1          3.21931      
   23.30000000          0      1     16      1    2          1.21185      
   23.30000000          0      1     16      2    2          261.553      
   23.35000000          0      1     16      1    1          196.741      
   23.35000000          0      1     16      2    1          3.22571      
   23.35000000          0      1     16      1    2          1.21197      
   23.35000000          0      1     16      2    2          261.026      
   23.40000000          0      1     16      1    1          196.540      
   23.40000000          0      1     16      2    1          3.23259      
   23.40000000          0      1     16      1    2          1.21228      
   23.40000000          0      1     16      2    2          260.515      
   23.45000000          0      1     16      1    1          196.338      
   23.45000000          0      1     16      2    1          3.23989      
   23.45000000          0      1     16      1    2          1.21276      
   23.45000000          0      1     16      2    2          260.021      
   23.50000000          0      1     16      1    1          196.136      
   23.50000000          0      1     16      2    1          3.24758      
   23.50000000          0      1     16      1    2          1.21338      
   23.50000000          0      1     16      2    2          259.543      
   23.55000000          0      1     16      1    1          195.932      
   23.55000000          0      1     16      2    1          3.25558      
   23.55000000          0      1     16      1    2          1.21413      
   23.55000000          0      1     16      2    2          259.081      
   23.60000000          0      1     16      1    1          195.728      
   23.60000000          0      1     16      2    1          3.26387      
   23.60000000          0      1     16      1    2          1.21500      
   23.60000000          0      1     16      2    2          258.634      
   23.65000000          0      1     16      1    1          195.523      
   23.65000000          0      1     16      2    1          3.27237      
   23.65000000          0      1     16      1    2          1.21595      
   23.65000000          0      1     16      2    2          258.204      
   23.70000000          0      1     16      1    1          195.317      
   23.70000000          0      1     16      2    1          3.28105      
   23.70000000          0      1     16      1    2          1.21697      
   23.70000000          0      1     16      2    2          257.788      
   23.75000000          0      1     16      1    1          195.110      
   23.75000000          0      1     16      2    1          3.28985      
   23.75000000          0      1     16      1    2          1.21805      
   23.75000000          0      1     16      2    2          257.388      
   23.80000000          0      1     16      1    1          194.902      
   23.80000000          0      1     16      2    1          3.29873      
   23.80000000          0      1     16      1    2          1.21915      
   23.80000000          0      1     16      2    2          257.001      
   23.85000000          0      1     16      1    1          194.694      
   23.85000000          0      1     16      2    1          3.30763      
   23.85000000          0      1     16      1    2          1.22027      
   23.85000000          0      1     16      2    2          256.629      
   23.90000000          0      1     16      1    1          194.485      
   23.90000000          0      1     16      2    1          3.31651      
   23.90000000          0      1     16      1    2          1.22139      
   23.90000000          0      1     16      2    2          256.269      
   23.95000000          0      1     16      1    1          194.276      
   23.95000000          0      1     16      2    1          3.32532      
   23.95000000          0      1     16      1    2          1.22249      
   23.95000000          0      1     16      2    2          255.923      
   24.00000000          0      1     16      1    1          194.066      
   24.00000000          0      1     16      2    1          3.33402      
   24.00000000          0      1     16      1    2          1.22355      
   24.00000000          0      1     16      2    2          255.588      
   24.05000000          0      1     16      1    1          193.855      
   24.05000000          0      1     16      2    1          3.34257      
   24.05000000          0      1     16      1    2          1.22456      
   24.05000000          0      1     16      2    2          255.264      
   24.10000000          0      1     16      1    1          193.645      
   24.10000000          0      1     16      2    1          3.35092      
   24.10000000          0      1     16      1    2          1.22551      
   24.10000000          0      1     16      2    2          254.951      
   24.15000000          0      1     16      1    1          193.434      
   24.15000000          0      1     16      2    1          3.35905      
   24.15000000          0      1     16      1    2          1.22637      
   24.15000000          0      1     16      2    2          254.648      
   24.20000000          0      1     16      1    1          193.223      
   24.20000000          0      1     16      2    1          3.36690      
   24.20000000          0      1     16      1    2          1.22715      
   24.20000000          0      1     16      2    2          254.355      
   24.25000000          0      1     16      1    1          193.012      
   24.25000000          0      1     16      2    1          3.37445      
   24.25000000          0      1     16      1    2          1.22782      
   24.25000000          0      1     16      2    2          254.069      
   24.30000000          0      1     16      1    1          192.801      
   24.30000000          0      1     16      2    1          3.38168      
   24.30000000          0      1     16      1    2          1.22838      
   24.30000000          0      1     16      2    2          253.791      
   24.35000000          0      1     16      1    1          192.590      
   24.35000000          0      1     16      2    1          3.38854      
   24.35000000          0      1     16      1    2          1.22881      
   24.35000000          0      1     16      2    2          253.520      
   24.40000000          0      1     16      1    1          192.379      
   24.40000000          0      1     16      2    1          3.39502      
   24.40000000          0      1     16      1    2          1.22911      
   24.40000000          0      1     16      2    2          253.254      
   24.45000000          0      1     16      1    1          192.168      
   24.45000000          0      1     16      2    1          3.40110      
   24.45000000          0      1     16      1    2          1.22928      
   24.45000000          0      1     16      2    2          252.994      
   24.50000000          0      1     16      1    1          191.958      
   24.50000000          0      1     16      2    1          3.40675      
   24.50000000          0      1     16      1    2          1.22929      
   24.50000000          0      1     16      2    2          252.738      
   24.55000000          0      1     16      1    1          191.748      
   24.55000000          0      1     16      2    1          3.41196      
   24.55000000          0      1     16      1    2          1.22916      
   24.55000000          0      1     16      2    2          252.486      
   24.60000000          0      1     16      1    1          191.539      
   24.60000000          0      1     16      2    1          3.41671      
   24.60000000          0      1     16      1    2          1.22887      
   24.60000000          0      1     16      2    2          252.237      
   24.65000000          0      1     16      1    1          191.330      
   24.65000000          0      1     16      2    1          3.42100      
   24.65000000          0      1     16      1    2          1.22842      
   24.65000000          0      1     16      2    2          251.990      
   24.70000000          0      1     16      1    1          191.121      
   24.70000000          0      1     16      2    1          3.42482      
   24.70000000          0      1     16      1    2          1.22782      
   24.70000000          0      1     16      2    2          251.744      
   24.75000000          0      1     16      1    1          190.914      
   24.75000000          0      1     16      2    1          3.42816      
   24.75000000          0      1     16      1    2          1.22705      
   24.75000000          0      1     16      2    2          251.499      
   24.80000000          0      1     16      1    1          190.707      
   24.80000000          0      1     16      2    1          3.43102      
   24.80000000          0      1     16      1    2          1.22612      
   24.80000000          0      1     16      2    2          251.254      
   24.85000000          0      1     16      1    1          190.501      
   24.85000000          0      1     16      2    1          3.43340      
   24.85000000          0      1     16      1    2          1.22503      
   24.85000000          0      1     16      2    2          251.008      
   24.90000000          0      1     16      1    1          190.296      
   24.90000000          0      1     16      2    1          3.43531      
   24.90000000          0      1     16      1    2          1.22379      
   24.90000000          0      1     16      2    2          250.761      
   24.95000000          0      1     16      1    1          190.092      
   24.95000000          0      1     16      2    1          3.43674      
   24.95000000          0      1     16      1    2          1.22239      
   24.95000000          0      1     16      2    2          250.512      
   25.00000000          0      1     16      1    1          189.889      
   25.00000000          0      1     16      2    1          3.43772      
   25.00000000          0      1     16      1    2          1.22083      
   25.00000000          0      1     16      2    2          250.261      
   25.05000000          0      1     16      1    1          189.687      
   25.05000000          0      1     16      2    1          3.43824      
   25.05000000          0      1     16      1    2          1.21913      
   25.05000000          0      1     16      2    2          250.007      
   25.10000000          0      1     16      1    1          189.486      
   25.10000000          0      1     16      2    1          3.43832      
   25.10000000          0      1     16      1    2          1.21729      
   25.10000000          0      1     16      2    2          249.750      
   25.15000000          0      1     16      1    1          189.286      
   25.15000000          0      1     16      2    1          3.43798      
   25.15000000          0      1     16      1    2          1.21530      
   25.15000000          0      1     16      2    2          249.489      
   25.20000000          0      1     16      1    1          189.087      
   25.20000000          0      1     16      2    1          3.43722      
   25.20000000          0      1     16      1    2          1.21319      
   25.20000000          0      1     16      2    2          249.224      
   25.25000000          0      1     16      1    1          188.889      
   25.25000000          0      1     16      2    1          3.43607      
   25.25000000          0      1     16      1    2          1.21095      
   25.25000000          0      1     16      2    2          248.954      
   25.30000000          0      1     16      1    1          188.693      
   25.30000000          0      1     16      2    1          3.43455      
   25.30000000          0      1     16      1    2          1.20859      
   25.30000000          0      1     16      2    2          248.680      
   25.35000000          0      1     16      1    1          188.498      
   25.35000000          0      1     16      2    1          3.43267      
   25.35000000          0      1     16      1    2          1.20612      
   25.35000000          0      1     16      2    2          248.401      
   25.40000000          0      1     16      1    1          188.304      
   25.40000000          0      1     16      2    1          3.43045      
   25.40000000          0      1     16      1    2          1.20355      
   25.40000000          0      1     16      2    2          248.117      
   25.45000000          0      1     16      1    1          188.111      
   25.45000000          0      1     16      2    1          3.42792      
   25.45000000          0      1     16      1    2          1.20088      
   25.45000000          0      1     16      2    2          247.827      
   25.50000000          0      1     16      1    1          187.919      
   25.50000000          0      1     16      2    1          3.42510      
   25.50000000          0      1     16      1    2          1.19813      
   25.50000000          0      1     16      2    2          247.532      
   25.55000000          0      1     16      1    1          187.729      
   25.55000000          0      1     16      2    1          3.42201      
   25.55000000          0      1     16      1    2          1.19530      
   25.55000000          0      1     16      2    2          247.231      
   25.60000000          0      1     16      1    1          187.539      
   25.60000000          0      1     16      2    1          3.41868      
   25.60000000          0      1     16      1    2          1.19239      
   25.60000000          0      1     16      2    2          246.925      
   25.65000000          0      1     16      1    1          187.351      
   25.65000000          0      1     16      2    1          3.41512      
   25.65000000          0      1     16      1    2          1.18943      
   25.65000000          0      1     16      2    2          246.612      
   25.70000000          0      1     16      1    1          187.165      
   25.70000000          0      1     16      2    1          3.41137      
   25.70000000          0      1     16      1    2          1.18641      
   25.70000000          0      1     16      2    2          246.295      
   25.75000000          0      1     16      1    1          186.979      
   25.75000000          0      1     16      2    1          3.40743      
   25.75000000          0      1     16      1    2          1.18334      
   25.75000000          0      1     16      2    2          245.971      
   25.80000000          0      1     16      1    1          186.795      
   25.80000000          0      1     16      2    1          3.40335      
   25.80000000          0      1     16      1    2          1.18024      
   25.80000000          0      1     16      2    2          245.643      
   25.85000000          0      1     16      1    1          186.611      
   25.85000000          0      1     16      2    1          3.39915      
   25.85000000          0      1     16      1    2          1.17711      
   25.85000000          0      1     16      2    2          245.308      
   25.90000000          0      1     16      1    1          186.429      
   25.90000000          0      1     16      2    1          3.39484      
   25.90000000          0      1     16      1    2          1.17396      
   25.90000000          0      1     16      2    2          244.969      
   25.95000000          0      1     16      1    1          186.248      
   25.95000000          0      1     16      2    1          3.39044      
   25.95000000          0      1     16      1    2          1.17080      
   25.95000000          0      1     16      2    2          244.624      
   26.00000000          0      1     16      1    1          186.068      
   26.00000000          0      1     16      2    1          3.38599      
   26.00000000          0      1     16      1    2          1.16763      
   26.00000000          0      1     16      2    2          244.275      
   26.05000000          0      1     16      1    1          185.889      
   26.05000000          0      1     16      2    1          3.38150      
   26.05000000          0      1     16      1    2          1.16446      
   26.05000000          0      1     16      2    2          243.920      
   26.10000000          0      1     16      1    1          185.711      
   26.10000000          0      1     16      2    1          3.37700      
   26.10000000          0      1     16      1    2          1.16131      
   26.10000000          0      1     16      2    2          243.561      
   26.15000000          0      1     16      1    1          185.535      
