    1   121.706000000000
    2   121.706000000000
    3   121.706000000000
    4   121.706000000000
    5   121.706000000000
    6   121.706000000000
    7   121.706000000000
    8   121.706000000000
    9   121.706000000000
   10   121.706000000000
   11   121.706000000000
   12   121.706000000000
   13   121.706000000000
   14   121.706000000000
   15   121.706000000000
   16   121.706000000000
   17   121.706000000000
   18   121.706000000000
   19   121.706000000000
   20   121.706000000000
   21   121.706000000000
   22   121.706000000000
