    1     0.000000000000
    2     0.345200000000
    3     1.035600000000
    4     2.071200000000
    5     3.452000000000
    6     5.178000000000
    7     7.249200000000
    8     9.665600000000
    9    12.427200000000
   10    15.534000000000
   11    18.986000000000
   12    22.783200000000
   13    26.925600000000
   14    31.413200000000
   15    36.246000000000
   16    41.424000000000
   17    46.947200000000
   18    52.815600000000
   19    59.029200000000
   20    65.588000000000
   21    72.492000000000
   22    79.741200000000
